NX_A0A075B6H9-1	ENST00000390282
NX_Q9NX76-1	ENST00000205636
NX_Q9NX78-1	ENST00000261556
NX_Q9NX94-1	ENST00000369889
NX_Q9NX94-2	ENST00000448841
NX_Q9NX95-1	ENST00000276646
NX_Q9NX95-1	ENST00000408908
NX_Q9NX95-1	ENST00000422135
NX_Q9NX95-1	ENST00000433638
NX_Q9NX95-1	ENST00000440310
NX_Q9NX95-1	ENST00000533171
NX_Q9NX95-2	ENST00000532779
NX_Q9NX95-3	ENST00000446070
NX_Q9NX95-3	ENST00000528647
NX_Q9NX95-3	ENST00000533895
NX_Q9NX95-4	ENST00000399066
NX_Q9NX95-4	ENST00000424158
NX_Q9NX95-5	ENST00000276646
NX_Q9NX95-5	ENST00000399066
NX_Q9NX95-5	ENST00000408889
NX_Q9NX95-5	ENST00000408908
NX_Q9NX95-5	ENST00000422135
NX_Q9NX95-5	ENST00000424158
NX_Q9NX95-5	ENST00000433638
NX_Q9NX95-5	ENST00000440310
NX_Q9NX95-5	ENST00000446070
NX_Q9NX95-5	ENST00000528331
NX_Q9NX95-5	ENST00000528647
NX_Q9NX95-5	ENST00000532779
NX_Q9NX95-5	ENST00000533065
NX_Q9NX95-5	ENST00000533171
NX_Q9NX95-5	ENST00000533895
NX_Q9NXA8-1	ENST00000606117
NX_Q9NXA8-2	ENST00000379262
NX_Q9NXA8-3	ENST00000359782
NX_Q9NXA8-4	ENST00000379250
NX_Q9NXA8-4	ENST00000397350
NX_Q9NXA8-4	ENST00000606117
NX_Q9NXB0-1	ENST00000393119
NX_Q9NXB0-3	ENST00000537529
NX_Q9NXB9-1	ENST00000354666
NX_Q9NXC2-1	ENST00000379287
NX_Q9NXC2-2	ENST00000379284
NX_Q9NXC2-2	ENST00000379287
NX_Q9NXC2-2	ENST00000612338
NX_Q9NXC2-3	ENST00000603223
NX_Q9NXC5-1	ENST00000340080
NX_Q9NXC5-1	ENST00000405785
NX_Q9NXD2-1	ENST00000435680
NX_Q9NXD2-2	ENST00000563714
NX_Q9NXD2-3	ENST00000568604
NX_Q9NXE4-10	ENST00000351288
NX_Q9NXE4-10	ENST00000412570
NX_Q9NXE4-10	ENST00000431183
NX_Q9NXE4-1	ENST00000409031
NX_Q9NXE4-2	ENST00000351288
NX_Q9NXE4-3	ENST00000409031
NX_Q9NXE4-3	ENST00000454468
NX_Q9NXE4-5	ENST00000482171
NX_Q9NXE4-6	ENST00000431183
NX_Q9NXE8-1	ENST00000614790
NX_Q9NXE8-2	ENST00000614790
NX_Q9NXE8-2	ENST00000619299
NX_Q9NXF1-1	ENST00000374902
NX_Q9NXF1-2	ENST00000535814
NX_Q9NXF7-1	ENST00000382247
NX_Q9NXF8-1	ENST00000313732
NX_Q9NXF8-2	ENST00000344861
NX_Q9NXF8-2	ENST00000564466
NX_Q9NXG0-2	ENST00000380647
NX_Q9NXG0-3	ENST00000380641
NX_Q9NXG2-1	ENST00000381337
NX_Q9NXG2-1	ENST00000396083
NX_Q9NXG2-1	ENST00000636554
NX_Q9NXG6-1	ENST00000383729
NX_Q9NXG6-2	ENST00000472301
NX_Q9NXG6-3	ENST00000343546
NX_Q9NXH3-1	ENST00000299174
NX_Q9NXH8-1	ENST00000357503
NX_Q9NXH9-1	ENST00000357720
NX_Q9NXH9-1	ENST00000437766
NX_Q9NXH9-1	ENST00000592062
NX_Q9NXH9-2	ENST00000221504
NX_Q9NXI6-1	ENST00000375121
NX_Q9NXJ0-1	ENST00000016913
NX_Q9NXJ0-2	ENST00000537076
NX_Q9NXJ5-1	ENST00000269919
NX_Q9NXJ5-2	ENST00000252813
NX_Q9NXJ5-2	ENST00000269919
NX_Q9NXJ5-2	ENST00000596962
NX_Q9NXK6-1	ENST00000340965
NX_Q9NXK6-1	ENST00000395407
NX_Q9NXK6-1	ENST00000561153
NX_Q9NXK8-1	ENST00000247977
NX_Q9NXK8-2	ENST00000247977
NX_Q9NXK8-2	ENST00000585379
NX_Q9NXK8-2	ENST00000586651
NX_Q9NXK8-2	ENST00000588922
NX_Q9NXK8-2	ENST00000589626
NX_Q9NXK8-2	ENST00000591009
NX_Q9NXL2-1	ENST00000265154
NX_Q9NXL2-2	ENST00000420470
NX_Q9NXL6-1	ENST00000264852
NX_Q9NXL6-2	ENST00000393830
NX_Q9NXL9-1	ENST00000316316
NX_Q9NXL9-1	ENST00000619706
NX_Q9NXL9-3	ENST00000316068
NX_Q9NXN4-1	ENST00000369443
NX_Q9NXN4-2	ENST00000369442
NX_Q9NXP7-1	ENST00000399004
NX_Q9NXP7-2	ENST00000512248
NX_Q9NXP7-2	ENST00000513747
NX_Q9NXP7-3	ENST00000508629
NX_Q9NXR1-2	ENST00000396354
NX_Q9NXR1-2	ENST00000396355
NX_Q9NXR5-1	ENST00000267339
NX_Q9NXR5-2	ENST00000310847
NX_Q9NXR7-1	ENST00000344773
NX_Q9NXR7-2	ENST00000342045
NX_Q9NXR7-2	ENST00000379624
NX_Q9NXR7-4	ENST00000361704
NX_Q9NXR7-4	ENST00000379632
NX_Q9NXR8-1	ENST00000315870
NX_Q9NXR8-2	ENST00000339121
NX_Q9NXR8-3	ENST00000427726
NX_Q9NXS2-1	ENST00000012049
NX_Q9NXS2-3	ENST00000366382
NX_Q9NXS3-1	ENST00000355081
NX_Q9NXS3-1	ENST00000396128
NX_Q9NXT0-1	ENST00000396154
NX_Q9NXT0-2	ENST00000396150
NX_Q9NXT0-3	ENST00000391702
NX_Q9NXT0-3	ENST00000396154
NX_Q9NXU5-1	ENST00000504924
NX_Q9NXV2-1	ENST00000301738
NX_Q9NXV6-1	ENST00000504169
NX_Q9NXW2-1	ENST00000338820
NX_Q9NXW2-1	ENST00000394903
NX_Q9NXW2-1	ENST00000444643
NX_Q9NXW9-1	ENST00000292566
NX_Q9NXW9-2	ENST00000490528
NX_Q9NXX6-1	ENST00000369023
NX_Q9NXX6-2	ENST00000369017
NX_Q9NXZ1-1	ENST00000324447
NX_Q9NXZ1-1	ENST00000370709
NX_Q9NXZ2-1	ENST00000370336
NX_Q9NY12-1	ENST00000226796
NX_Q9NY12-1	ENST00000394631
NX_Q9NY15-1	ENST00000321725
NX_Q9NY15-2	ENST00000481607
NX_Q9NY25-1	ENST00000546910
NX_Q9NY26-1	ENST00000310483
NX_Q9NY26-1	ENST00000356205
NX_Q9NY26-1	ENST00000368621
NX_Q9NY26-1	ENST00000368623
NX_Q9NY26-1	ENST00000617697
NX_Q9NY26-1	ENST00000621013
NX_Q9NY26-2	ENST00000537590
NX_Q9NY27-1	ENST00000356692
NX_Q9NY27-3	ENST00000356692
NX_Q9NY28-1	ENST00000252318
NX_Q9NY30-1	ENST00000356018
NX_Q9NY30-2	ENST00000525791
NX_Q9NY33-1	ENST00000531863
NX_Q9NY33-1	ENST00000532677
NX_Q9NY33-1	ENST00000541961
NX_Q9NY33-4	ENST00000530165
NX_Q9NY35-1	ENST00000341181
NX_Q9NY35-1	ENST00000394180
NX_Q9NY35-1	ENST00000394181
NX_Q9NY35-1	ENST00000394185
NX_Q9NY35-1	ENST00000503004
NX_Q9NY35-1	ENST00000510545
NX_Q9NY35-1	ENST00000513287
NX_Q9NY35-3	ENST00000511081
NX_Q9NY37-1	ENST00000537611
NX_Q9NY43-1	ENST00000370445
NX_Q9NY46-1	ENST00000360093
NX_Q9NY46-2	ENST00000409101
NX_Q9NY46-3	ENST00000283254
NX_Q9NY47-1	ENST00000479441
NX_Q9NY47-2	ENST00000424201
NX_Q9NY47-3	ENST00000266039
NX_Q9NY47-4	ENST00000266039
NX_Q9NY47-4	ENST00000360963
NX_Q9NY56-1	ENST00000371776
NX_Q9NY56-1	ENST00000539850
NX_Q9NY56-3	ENST00000342114
NX_Q9NY56-4	ENST00000340780
NX_Q9NY57-1	ENST00000282908
NX_Q9NY57-2	ENST00000282908
NX_Q9NY57-2	ENST00000510398
NX_Q9NY57-2	ENST00000512018
NX_Q9NY59-1	ENST00000219334
NX_Q9NY59-2	ENST00000563226
NX_Q9NY61-1	ENST00000619387
NX_Q9NY64-1	ENST00000373371
NX_Q9NY65-1	ENST00000330423
NX_Q9NY65-2	ENST00000316027
NX_Q9NY65-2	ENST00000330423
NX_Q9NY72-1	ENST00000299333
NX_Q9NY72-1	ENST00000392770
NX_Q9NY72-1	ENST00000530277
NX_Q9NY74-1	ENST00000272342
NX_Q9NY84-2	ENST00000367927
NX_Q9NY84-3	ENST00000275223
NX_Q9NY84-3	ENST00000425515
NX_Q9NY84-3	ENST00000519686
NX_Q9NY84-4	ENST00000392393
NX_Q9NY84-5	ENST00000427187
NX_Q9NY84-6	ENST00000414302
NX_Q9NY84-7	ENST00000423615
NX_Q9NY84-7	ENST00000509351
NX_Q9NY84-8	ENST00000417437
NX_Q9NY87-1	ENST00000358993
NX_Q9NY91-1	ENST00000266086
NX_Q9NY93-1	ENST00000258772
NX_Q9NY93-2	ENST00000431640
NX_Q9NY97-1	ENST00000301998
NX_Q9NY97-1	ENST00000405767
NX_Q9NY99-1	ENST00000308624
NX_Q9NY99-2	ENST00000407292
NX_Q9NYA1-1	ENST00000323374
NX_Q9NYA1-1	ENST00000392496
NX_Q9NYA1-1	ENST00000545180
NX_Q9NYA1-1	ENST00000592299
NX_Q9NYA1-2	ENST00000323374
NX_Q9NYA1-3	ENST00000590959
NX_Q9NYA3-1	ENST00000290438
NX_Q9NYA4-1	ENST00000323456
NX_Q9NYB0-1	ENST00000300086
NX_Q9NYB5-1	ENST00000266509
NX_Q9NYB5-2	ENST00000540354
NX_Q9NYB5-3	ENST00000545604
NX_Q9NYB5-4	ENST00000545102
NX_Q9NYB5-4	ENST00000545604
NX_Q9NYB9-1	ENST00000261018
NX_Q9NYB9-1	ENST00000295851
NX_Q9NYB9-2	ENST00000261017
NX_Q9NYB9-3	ENST00000441061
NX_Q9NYB9-4	ENST00000424558
NX_Q9NYC9-1	ENST00000262442
NX_Q9NYC9-3	ENST00000262442
NX_Q9NYC9-3	ENST00000608377
NX_Q9NYD6-1	ENST00000303460
NX_Q9NYF0-1	ENST00000335867
NX_Q9NYF0-2	ENST00000395153
NX_Q9NYF3-1	ENST00000239906
NX_Q9NYF3-1	ENST00000434981
NX_Q9NYF5-1	ENST00000033079
NX_Q9NYF5-2	ENST00000420893
NX_Q9NYF5-3	ENST00000425075
NX_Q9NYF8-1	ENST00000531224
NX_Q9NYF8-2	ENST00000527759
NX_Q9NYF8-3	ENST00000353331
NX_Q9NYF8-3	ENST00000392348
NX_Q9NYF8-4	ENST00000530767
NX_Q9NYG2-1	ENST00000424952
NX_Q9NYG2-2	ENST00000296127
NX_Q9NYG5-1	ENST00000344877
NX_Q9NYG5-1	ENST00000392376
NX_Q9NYG5-1	ENST00000571024
NX_Q9NYG5-1	ENST00000571570
NX_Q9NYG5-1	ENST00000571874
NX_Q9NYG5-1	ENST00000572639
NX_Q9NYG5-1	ENST00000572851
NX_Q9NYG5-1	ENST00000574924
NX_Q9NYG5-1	ENST00000575195
NX_Q9NYG5-1	ENST00000577747
NX_Q9NYG5-1	ENST00000578550
NX_Q9NYG5-1	ENST00000579978
NX_Q9NYG5-1	ENST00000583839
NX_Q9NYG5-2	ENST00000357385
NX_Q9NYG8-1	ENST00000394525
NX_Q9NYG8-1	ENST00000422670
NX_Q9NYG8-1	ENST00000539216
NX_Q9NYH9-1	ENST00000261708
NX_Q9NYI0-1	ENST00000440756
NX_Q9NYI0-2	ENST00000327040
NX_Q9NYI0-3	ENST00000286485
NX_Q9NYJ1-1	ENST00000355693
NX_Q9NYJ1-1	ENST00000537289
NX_Q9NYJ1-1	ENST00000541455
NX_Q9NYJ1-1	ENST00000545127
NX_Q9NYJ1-2	ENST00000541455
NX_Q9NYJ7-1	ENST00000205143
NX_Q9NYJ7-2	ENST00000356433
NX_Q9NYJ8-1	ENST00000367456
NX_Q9NYJ8-1	ENST00000538427
NX_Q9NYJ8-1	ENST00000637181
NX_Q9NYJ8-2	ENST00000470466
NX_Q9NYK1-1	ENST00000380659
NX_Q9NYK5-1	ENST00000352957
NX_Q9NYK5-2	ENST00000307301
NX_Q9NYK6-1	ENST00000284881
NX_Q9NYK6-2	ENST00000400558
NX_Q9NYK6-3	ENST00000400559
NX_Q9NYL2-1	ENST00000375213
NX_Q9NYL2-1	ENST00000409176
NX_Q9NYL2-2	ENST00000338983
NX_Q9NYL2-2	ENST00000539448
NX_Q9NYL2-3	ENST00000476618
NX_Q9NYL4-1	ENST00000550765
NX_Q9NYL4-2	ENST00000453172
NX_Q9NYL5-1	ENST00000275016
NX_Q9NYL9-1	ENST00000308580
NX_Q9NYM4-1	ENST00000243673
NX_Q9NYM9-1	ENST00000382762
NX_Q9NYN1-1	ENST00000220062
NX_Q9NYN1-2	ENST00000434605
NX_Q9NYN1-3	ENST00000421977
NX_Q9NYP3-1	ENST00000303071
NX_Q9NYP7-1	ENST00000304434
NX_Q9NYP7-2	ENST00000370918
NX_Q9NYP7-3	ENST00000370913
NX_Q9NYP8-1	ENST00000479548
NX_Q9NYP8-1	ENST00000487113
NX_Q9NYP8-1	ENST00000490358
NX_Q9NYP9-1	ENST00000290130
NX_Q9NYQ3-1	ENST00000325945
NX_Q9NYQ3-1	ENST00000361035
NX_Q9NYQ3-1	ENST00000622548
NX_Q9NYQ3-2	ENST00000361035
NX_Q9NYQ3-2	ENST00000622548
NX_Q9NYQ6-1	ENST00000262738
NX_Q9NYQ7-1	ENST00000164024
NX_Q9NYQ8-1	ENST00000261800
NX_Q9NYR8-1	ENST00000591589
NX_Q9NYR9-1	ENST00000307641
NX_Q9NYR9-1	ENST00000393880
NX_Q9NYR9-1	ENST00000393881
NX_Q9NYR9-1	ENST00000393885
NX_Q9NYR9-3	ENST00000449471
NX_Q9NYR9-4	ENST00000479407
NX_Q9NYS0-1	ENST00000388759
NX_Q9NYS0-1	ENST00000416026
NX_Q9NYS0-1	ENST00000421515
NX_Q9NYS0-1	ENST00000425478
NX_Q9NYS0-1	ENST00000443659
NX_Q9NYS0-1	ENST00000614374
NX_Q9NYS7-1	ENST00000315436
NX_Q9NYS7-2	ENST00000441406
NX_Q9NYS7-3	ENST00000315436
NX_Q9NYS7-3	ENST00000441406
NX_Q9NYS7-3	ENST00000535496
NX_Q9NYS7-3	ENST00000543218
NX_Q9NYS7-3	ENST00000544233
NX_Q9NYT0-1	ENST00000216446
NX_Q9NYT6-1	ENST00000337433
NX_Q9NYT6-1	ENST00000454662
NX_Q9NYT6-1	ENST00000590089
NX_Q9NYT6-2	ENST00000300823
NX_Q9NYT6-2	ENST00000413984
NX_Q9NYT6-2	ENST00000588742
NX_Q9NYU1-1	ENST00000376747
NX_Q9NYU1-2	ENST00000376714
NX_Q9NYU2-1	ENST00000259253
NX_Q9NYU2-2	ENST00000259253
NX_Q9NYU2-2	ENST00000376723
NX_Q9NYV4-1	ENST00000447079
NX_Q9NYV4-2	ENST00000430627
NX_Q9NYV6-1	ENST00000198767
NX_Q9NYV6-2	ENST00000564131
NX_Q9NYV6-3	ENST00000198767
NX_Q9NYV6-3	ENST00000327307
NX_Q9NYV7-1	ENST00000249284
NX_Q9NYV8-1	ENST00000537503
NX_Q9NYV9-1	ENST00000390677
NX_Q9NYW0-1	ENST00000240619
NX_Q9NYW1-1	ENST00000240691
NX_Q9NYW2-1	ENST00000240615
NX_Q9NYW3-1	ENST00000240687
NX_Q9NYW4-1	ENST00000247883
NX_Q9NYW5-1	ENST00000247881
NX_Q9NYW6-1	ENST00000247879
NX_Q9NYW7-1	ENST00000382492
NX_Q9NYW8-1	ENST00000353796
NX_Q9NYW8-1	ENST00000396912
NX_Q9NYX4-1	ENST00000252939
NX_Q9NYX4-2	ENST00000368558
NX_Q9NYX4-3	ENST00000368555
NX_Q9NYY1-1	ENST00000367096
NX_Q9NYY1-1	ENST00000367098
NX_Q9NYY1-2	ENST00000391930
NX_Q9NYY3-1	ENST00000274289
NX_Q9NYY8-1	ENST00000236980
NX_Q9NYY8-1	ENST00000402774
NX_Q9NYY8-1	ENST00000403094
NX_Q9NYY8-2	ENST00000487777
NX_Q9NYZ1-1	ENST00000307767
NX_Q9NYZ2-1	ENST00000519973
NX_Q9NYZ2-2	ENST00000290075
NX_Q9NYZ2-4	ENST00000290075
NX_Q9NYZ2-4	ENST00000519973
NX_Q9NYZ3-1	ENST00000454366
NX_Q9NYZ4-1	ENST00000321424
NX_Q9NYZ4-2	ENST00000340550
NX_Q9NZ01-1	ENST00000215567
NX_Q9NZ08-1	ENST00000443439
NX_Q9NZ08-2	ENST00000296754
NX_Q9NZ09-1	ENST00000297661
NX_Q9NZ09-1	ENST00000359544
NX_Q9NZ09-2	ENST00000379186
NX_Q9NZ09-4	ENST00000625521
NX_Q9NZ20-1	ENST00000215885
NX_Q9NZ32-1	ENST00000254286
NX_Q9NZ42-1	ENST00000222266
NX_Q9NZ42-1	ENST00000587708
NX_Q9NZ43-1	ENST00000263897
NX_Q9NZ43-2	ENST00000596136
NX_Q9NZ43-3	ENST00000595101
NX_Q9NZ45-1	ENST00000333926
NX_Q9NZ52-1	ENST00000537686
NX_Q9NZ52-2	ENST00000538886
NX_Q9NZ52-3	ENST00000578348
NX_Q9NZ52-4	ENST00000537686
NX_Q9NZ52-4	ENST00000582717
NX_Q9NZ52-4	ENST00000621870
NX_Q9NZ53-1	ENST00000342480
NX_Q9NZ56-1	ENST00000319653
NX_Q9NZ63-1	ENST00000372447
NX_Q9NZ71-1	ENST00000370018
NX_Q9NZ71-5	ENST00000360203
NX_Q9NZ71-5	ENST00000370003
NX_Q9NZ71-6	ENST00000360203
NX_Q9NZ71-7	ENST00000508582
NX_Q9NZ71-9	ENST00000318100
NX_Q9NZ71-9	ENST00000370018
NX_Q9NZ71-9	ENST00000508582
NX_Q9NZ72-1	ENST00000370053
NX_Q9NZ72-2	ENST00000370053
NX_Q9NZ72-2	ENST00000540534
NX_Q9NZ72-2	ENST00000631920
NX_Q9NZ81-1	ENST00000429243
NX_Q9NZ81-1	ENST00000547368
NX_Q9NZ81-1	ENST00000549135
NX_Q9NZ81-1	ENST00000549924
NX_Q9NZ81-2	ENST00000379786
NX_Q9NZ81-2	ENST00000549581
NX_Q9NZ94-1	ENST00000358741
NX_Q9NZ94-2	ENST00000374051
NX_Q9NZ94-3	ENST00000536169
NX_Q9NZA1-1	ENST00000185206
NX_Q9NZA1-2	ENST00000339561
NX_Q9NZA1-3	ENST00000544153
NX_Q9NZB2-1	ENST00000277165
NX_Q9NZB2-2	ENST00000375389
NX_Q9NZB8-1	ENST00000340692
NX_Q9NZB8-3	ENST00000432280
NX_Q9NZB8-4	ENST00000373181
NX_Q9NZB8-5	ENST00000373188
NX_Q9NZB8-6	ENST00000373186
NX_Q9NZB8-7	ENST00000373195
NX_Q9NZB8-8	ENST00000425303
NX_Q9NZC2-1	ENST00000373113
NX_Q9NZC2-2	ENST00000338469
NX_Q9NZC2-3	ENST00000373122
NX_Q9NZC3-1	ENST00000353258
NX_Q9NZC4-1	ENST00000257831
NX_Q9NZC4-1	ENST00000530286
NX_Q9NZC4-1	ENST00000531794
NX_Q9NZC4-1	ENST00000533754
NX_Q9NZC4-2	ENST00000450654
NX_Q9NZC4-3	ENST00000531794
NX_Q9NZC7-1	ENST00000566780
NX_Q9NZC7-2	ENST00000408984
NX_Q9NZC7-3	ENST00000355860
NX_Q9NZC7-4	ENST00000569818
NX_Q9NZC7-5	ENST00000406884
NX_Q9NZC7-6	ENST00000402655
NX_Q9NZC7-7	ENST00000539474
NX_Q9NZC9-1	ENST00000357276
NX_Q9NZC9-1	ENST00000358207
NX_Q9NZD1-1	ENST00000228887
NX_Q9NZD1-2	ENST00000396333
NX_Q9NZD2-1	ENST00000318348
NX_Q9NZD4-1	ENST00000302312
NX_Q9NZD8-1	ENST00000204566
NX_Q9NZD8-1	ENST00000433215
NX_Q9NZD8-2	ENST00000416889
NX_Q9NZE8-1	ENST00000337109
NX_Q9NZE8-2	ENST00000254644
NX_Q9NZF1-1	ENST00000311507
NX_Q9NZF1-1	ENST00000411416
NX_Q9NZF1-1	ENST00000426923
NX_Q9NZF1-1	ENST00000505406
NX_Q9NZG7-1	ENST00000305108
NX_Q9NZH0-1	ENST00000300571
NX_Q9NZH0-1	ENST00000569479
NX_Q9NZH0-1	ENST00000569847
NX_Q9NZH0-2	ENST00000535671
NX_Q9NZH4-1	ENST00000521862
NX_Q9NZH5-2	ENST00000504686
NX_Q9NZH6-1	ENST00000263326
NX_Q9NZH6-2	ENST00000311328
NX_Q9NZH6-3	ENST00000353225
NX_Q9NZH6-4	ENST00000352179
NX_Q9NZH6-5	ENST00000349806
NX_Q9NZH7-1	ENST00000259213
NX_Q9NZH7-2	ENST00000327407
NX_Q9NZH8-1	ENST00000259205
NX_Q9NZH8-2	ENST00000376489
NX_Q9NZI2-1	ENST00000411494
NX_Q9NZI2-3	ENST00000328939
NX_Q9NZI2-3	ENST00000377360
NX_Q9NZI2-3	ENST00000411494
NX_Q9NZI2-3	ENST00000520740
NX_Q9NZI2-3	ENST00000616807
NX_Q9NZI2-3	ENST00000636734
NX_Q9NZI2-4	ENST00000377360
NX_Q9NZI2-5	ENST00000434108
NX_Q9NZI5-1	ENST00000324907
NX_Q9NZI5-2	ENST00000405379
NX_Q9NZI5-2	ENST00000464418
NX_Q9NZI5-3	ENST00000472167
NX_Q9NZI6-1	ENST00000263707
NX_Q9NZI7-1	ENST00000283628
NX_Q9NZI7-1	ENST00000283629
NX_Q9NZI7-4	ENST00000447368
NX_Q9NZI8-1	ENST00000290341
NX_Q9NZI8-2	ENST00000431824
NX_Q9NZJ0-1	ENST00000366991
NX_Q9NZJ0-2	ENST00000475419
NX_Q9NZJ4-1	ENST00000382292
NX_Q9NZJ4-2	ENST00000382292
NX_Q9NZJ4-2	ENST00000402364
NX_Q9NZJ5-1	ENST00000303236
NX_Q9NZJ6-1	ENST00000254759
NX_Q9NZJ7-1	ENST00000373627
NX_Q9NZJ7-2	ENST00000373616
NX_Q9NZJ7-3	ENST00000373616
NX_Q9NZJ9-1	ENST00000415493
NX_Q9NZJ9-2	ENST00000337179
NX_Q9NZJ9-3	ENST00000337179
NX_Q9NZJ9-3	ENST00000547014
NX_Q9NZK5-1	ENST00000262607
NX_Q9NZK5-1	ENST00000399837
NX_Q9NZK5-1	ENST00000399839
NX_Q9NZK5-2	ENST00000330232
NX_Q9NZK7-1	ENST00000375116
NX_Q9NZL3-1	ENST00000336976
NX_Q9NZL4-3	ENST00000587922
NX_Q9NZL6-1	ENST00000360851
NX_Q9NZL6-2	ENST00000304685
NX_Q9NZL9-1	ENST00000321757
NX_Q9NZL9-2	ENST00000280969
NX_Q9NZL9-3	ENST00000518095
NX_Q9NZM1-1	ENST00000359263
NX_Q9NZM1-4	ENST00000371488
NX_Q9NZM1-6	ENST00000358334
NX_Q9NZM1-7	ENST00000371489
NX_Q9NZM3-1	ENST00000355123
NX_Q9NZM3-2	ENST00000361999
NX_Q9NZM3-2	ENST00000622089
NX_Q9NZM3-3	ENST00000406921
NX_Q9NZM4-1	ENST00000396720
NX_Q9NZM4-2	ENST00000396720
NX_Q9NZM4-2	ENST00000614245
NX_Q9NZM5-1	ENST00000246802
NX_Q9NZM6-1	ENST00000508883
NX_Q9NZM6-3	ENST00000414094
NX_Q9NZM6-5	ENST00000290431
NX_Q9NZM6-6	ENST00000508638
NX_Q9NZM6-7	ENST00000502810
NX_Q9NZN1-1	ENST00000378993
NX_Q9NZN3-1	ENST00000322054
NX_Q9NZN4-1	ENST00000263277
NX_Q9NZN4-2	ENST00000263277
NX_Q9NZN4-2	ENST00000538399
NX_Q9NZN5-1	ENST00000397843
NX_Q9NZN5-2	ENST00000356641
NX_Q9NZN8-1	ENST00000229195
NX_Q9NZN8-1	ENST00000418359
NX_Q9NZN8-1	ENST00000551043
NX_Q9NZN8-2	ENST00000229195
NX_Q9NZN8-2	ENST00000418359
NX_Q9NZN8-2	ENST00000548159
NX_Q9NZN8-2	ENST00000551043
NX_Q9NZN8-3	ENST00000229195
NX_Q9NZN8-3	ENST00000418359
NX_Q9NZN8-3	ENST00000548159
NX_Q9NZN8-3	ENST00000551043
NX_Q9NZN8-3	ENST00000551483
NX_Q9NZN9-1	ENST00000381129
NX_Q9NZN9-2	ENST00000576307
NX_Q9NZN9-3	ENST00000250087
NX_Q9NZN9-4	ENST00000570466
NX_Q9NZN9-5	ENST00000576776
NX_Q9NZP0-1	ENST00000379667
NX_Q9NZP2-1	ENST00000322678
NX_Q9NZP5-1	ENST00000358642
NX_Q9NZP6-1	ENST00000329468
NX_Q9NZP8-1	ENST00000266542
NX_Q9NZQ0-1	ENST00000264711
NX_Q9NZQ0-2	ENST00000380809
NX_Q9NZQ0-3	ENST00000534855
NX_Q9NZQ3-1	ENST00000294129
NX_Q9NZQ3-3	ENST00000416649
NX_Q9NZQ7-1	ENST00000381577
NX_Q9NZQ7-2	ENST00000381573
NX_Q9NZQ7-3	ENST00000498261
NX_Q9NZQ8-1	ENST00000155858
NX_Q9NZQ9-1	ENST00000295314
NX_Q9NZR1-1	ENST00000249700
NX_Q9NZR1-2	ENST00000435126
NX_Q9NZR2-1	ENST00000389484
NX_Q9NZR4-1	ENST00000376709
NX_Q9NZR4-2	ENST00000376707
NX_Q9NZR4-5	ENST00000409285
NX_Q9NZR4-6	ENST00000409958
NX_Q9NZR4-7	ENST00000444511
NX_Q9NZR4-8	ENST00000429762
NX_Q9NZS2-3	ENST00000354855
NX_Q9NZS2-4	ENST00000612321
NX_Q9NZS9-1	ENST00000261658
NX_Q9NZS9-2	ENST00000566710
NX_Q9NZT1-1	ENST00000380332
NX_Q9NZT2-1	ENST00000290291
NX_Q9NZU0-1	ENST00000341420
NX_Q9NZU0-1	ENST00000378053
NX_Q9NZU1-1	ENST00000246841
NX_Q9NZU5-1	ENST00000157600
NX_Q9NZU5-2	ENST00000157600
NX_Q9NZU5-2	ENST00000454244
NX_Q9NZU7-1	ENST00000288616
NX_Q9NZU7-2	ENST00000351200
NX_Q9NZU7-3	ENST00000288616
NX_Q9NZU7-3	ENST00000316803
NX_Q9NZU7-3	ENST00000351200
NX_Q9NZU7-3	ENST00000453000
NX_Q9NZU7-4	ENST00000316803
NX_Q9NZV1-1	ENST00000280527
NX_Q9NZV5-1	ENST00000361547
NX_Q9NZV5-2	ENST00000374315
NX_Q9NZV6-1	ENST00000361871
NX_Q9NZV7-1	ENST00000593711
NX_Q9NZV7-1	ENST00000599935
NX_Q9NZV7-1	ENST00000601070
NX_Q9NZV7-1	ENST00000629319
NX_Q9NZV8-1	ENST00000331113
NX_Q9NZW4-1	ENST00000282478
NX_Q9NZW4-1	ENST00000399271
NX_Q9NZW5-1	ENST00000222644
NX_Q9NZW5-1	ENST00000396475
NX_Q9NZY2-1	ENST00000629589
NX_Q9NZZ3-1	ENST00000223500
NX_Q9NZZ3-2	ENST00000419016
NX_Q9P000-1	ENST00000263401
NX_Q9P000-2	ENST00000452374
NX_Q9P003-1	ENST00000465271
NX_Q9P003-2	ENST00000366857
NX_Q9P013-1	ENST00000279839
NX_Q9P015-1	ENST00000260102
NX_Q9P016-1	ENST00000341541
NX_Q9P016-1	ENST00000392594
NX_Q9P016-1	ENST00000392595
NX_Q9P016-2	ENST00000352327
NX_Q9P021-1	ENST00000238892
NX_Q9P031-1	ENST00000256151
NX_Q9P032-1	ENST00000316149
NX_Q9P035-1	ENST00000261875
NX_Q9P035-2	ENST00000442729
NX_Q9P055-2	ENST00000261247
NX_Q9P055-2	ENST00000356057
NX_Q9P055-2	ENST00000425728
NX_Q9P055-2	ENST00000553941
NX_Q9P055-2	ENST00000554271
NX_Q9P055-2	ENST00000554721
NX_Q9P055-2	ENST00000602482
NX_Q9P055-3	ENST00000425728
NX_Q9P055-4	ENST00000261247
