NX_A0A075B6H9-1	ENSP00000374817
NX_Q9UHF7-2	ENSP00000379065
NX_Q9UHF7-3	ENSP00000428680
NX_Q9UHG0-1	ENSP00000367715
NX_Q9UHG0-2	ENSP00000367711
NX_Q9UHG2-1	ENSP00000218230
NX_Q9UHG3-1	ENSP00000387654
NX_Q9UHG3-2	ENSP00000387654
NX_Q9UHH9-1	ENSP00000331103
NX_Q9UHH9-2	ENSP00000341925
NX_Q9UHH9-2	ENSP00000394488
NX_Q9UHH9-2	ENSP00000396203
NX_Q9UHH9-3	ENSP00000387759
NX_Q9UHH9-3	ENSP00000389755
NX_Q9UHH9-4	ENSP00000414139
NX_Q9UHH9-5	ENSP00000399052
NX_Q9UHH9-6	ENSP00000400812
NX_Q9UHI5-1	ENSP00000320378
NX_Q9UHI5-2	ENSP00000320378
NX_Q9UHI5-2	ENSP00000391577
NX_Q9UHI5-2	ENSP00000434345
NX_Q9UHI5-3	ENSP00000416398
NX_Q9UHI5-3	ENSP00000435865
NX_Q9UHI5-4	ENSP00000434345
NX_Q9UHI6-1	ENSP00000358716
NX_Q9UHI6-2	ENSP00000434085
NX_Q9UHI7-1	ENSP00000302701
NX_Q9UHI7-2	ENSP00000302851
NX_Q9UHI8-1	ENSP00000284984
NX_Q9UHJ3-1	ENSP00000378235
NX_Q9UHJ6-1	ENSP00000225519
NX_Q9UHJ9-1	ENSP00000380183
NX_Q9UHJ9-1	ENSP00000435223
NX_Q9UHJ9-2	ENSP00000278243
NX_Q9UHJ9-2	ENSP00000434631
NX_Q9UHJ9-3	ENSP00000300730
NX_Q9UHJ9-4	ENSP00000431851
NX_Q9UHJ9-5	ENSP00000300730
NX_Q9UHK0-1	ENSP00000368459
NX_Q9UHK6-1	ENSP00000334424
NX_Q9UHK6-2	ENSP00000427227
NX_Q9UHK6-4	ENSP00000371504
NX_Q9UHK6-5	ENSP00000371517
NX_Q9UHL0-1	ENSP00000263576
NX_Q9UHL0-2	ENSP00000263576
NX_Q9UHL0-2	ENSP00000490224
NX_Q9UHL3-1	ENSP00000353887
NX_Q9UHL3-1	ENSP00000411506
NX_Q9UHL3-1	ENSP00000422174
NX_Q9UHL3-1	ENSP00000481950
NX_Q9UHL4-1	ENSP00000360635
NX_Q9UHL9-1	ENSP00000265755
NX_Q9UHL9-2	ENSP00000408477
NX_Q9UHL9-3	ENSP00000397566
NX_Q9UHM6-1	ENSP00000241891
NX_Q9UHM6-2	ENSP00000361141
NX_Q9UHN1-1	ENSP00000442563
NX_Q9UHN6-1	ENSP00000366243
NX_Q9UHN6-2	ENSP00000366266
NX_Q9UHP3-1	ENSP00000285681
NX_Q9UHP3-2	ENSP00000285679
NX_Q9UHP3-3	ENSP00000383044
NX_Q9UHP6-1	ENSP00000216036
NX_Q9UHP7-1	ENSP00000290855
NX_Q9UHP7-2	ENSP00000441653
NX_Q9UHP7-3	ENSP00000261340
NX_Q9UHP7-5	ENSP00000443065
NX_Q9UHP7-6	ENSP00000261339
NX_Q9UHP7-7	ENSP00000444818
NX_Q9UHP9-1	ENSP00000368808
NX_Q9UHQ1-1	ENSP00000309899
NX_Q9UHQ1-3	ENSP00000283996
NX_Q9UHQ1-4	ENSP00000309899
NX_Q9UHQ1-4	ENSP00000374656
NX_Q9UHQ4-1	ENSP00000005259
NX_Q9UHQ4-1	ENSP00000368412
NX_Q9UHQ4-2	ENSP00000368414
NX_Q9UHQ4-2	ENSP00000400718
NX_Q9UHQ7-1	ENSP00000361740
NX_Q9UHQ7-1	ENSP00000361745
NX_Q9UHQ9-1	ENSP00000356218
NX_Q9UHR4-1	ENSP00000005260
NX_Q9UHR5-1	ENSP00000462116
NX_Q9UHR5-2	ENSP00000347592
NX_Q9UHR6-1	ENSP00000308548
NX_Q9UHV2-1	ENSP00000350633
NX_Q9UHV5-1	ENSP00000479735
NX_Q9UHV5-2	ENSP00000264644
NX_Q9UHV5-2	ENSP00000394530
NX_Q9UHV5-2	ENSP00000438631
NX_Q9UHV5-2	ENSP00000479735
NX_Q9UHV5-3	ENSP00000394530
NX_Q9UHV7-1	ENSP00000380888
NX_Q9UHV8-1	ENSP00000221797
NX_Q9UHV9-1	ENSP00000356989
NX_Q9UHW5-1	ENSP00000228827
NX_Q9UHW5-2	ENSP00000443068
NX_Q9UHW5-3	ENSP00000442770
NX_Q9UHW9-1	ENSP00000346112
NX_Q9UHW9-1	ENSP00000453473
NX_Q9UHW9-1	ENSP00000454168
NX_Q9UHW9-2	ENSP00000290209
NX_Q9UHW9-3	ENSP00000380819
NX_Q9UHW9-4	ENSP00000346112
NX_Q9UHW9-4	ENSP00000452776
NX_Q9UHW9-4	ENSP00000453473
NX_Q9UHW9-4	ENSP00000454168
NX_Q9UHW9-5	ENSP00000346112
NX_Q9UHW9-5	ENSP00000380814
NX_Q9UHW9-5	ENSP00000387725
NX_Q9UHW9-5	ENSP00000452776
NX_Q9UHW9-5	ENSP00000453473
NX_Q9UHW9-5	ENSP00000454168
NX_Q9UHX1-1	ENSP00000434359
NX_Q9UHX1-2	ENSP00000322036
NX_Q9UHX1-3	ENSP00000395417
NX_Q9UHX1-3	ENSP00000402953
NX_Q9UHX1-3	ENSP00000434359
NX_Q9UHX1-4	ENSP00000322016
NX_Q9UHX1-4	ENSP00000322036
NX_Q9UHX1-4	ENSP00000431960
NX_Q9UHX1-5	ENSP00000395417
NX_Q9UHX1-6	ENSP00000431960
NX_Q9UHX3-1	ENSP00000319883
NX_Q9UHX3-2	ENSP00000472280
NX_Q9UHX3-3	ENSP00000470725
NX_Q9UHX3-4	ENSP00000472735
NX_Q9UHX3-5	ENSP00000469277
NX_Q9UHX3-6	ENSP00000376692
NX_Q9UHY1-1	ENSP00000233557
NX_Q9UHY1-1	ENSP00000369181
NX_Q9UHY7-1	ENSP00000273920
NX_Q9UHY7-2	ENSP00000273920
NX_Q9UHY7-2	ENSP00000422005
NX_Q9UHY7-2	ENSP00000427209
NX_Q9UHY8-1	ENSP00000385112
NX_Q9UHY8-2	ENSP00000368547
NX_Q9UI08-1	ENSP00000384720
NX_Q9UI08-2	ENSP00000376652
NX_Q9UI08-3	ENSP00000437904
NX_Q9UI09-1	ENSP00000330737
NX_Q9UI09-2	ENSP00000450130
NX_Q9UI10-1	ENSP00000233552
NX_Q9UI10-2	ENSP00000394869
NX_Q9UI10-3	ENSP00000394397
NX_Q9UI12-1	ENSP00000352522
NX_Q9UI12-1	ENSP00000379995
NX_Q9UI12-2	ENSP00000347359
NX_Q9UI14-1	ENSP00000222008
NX_Q9UI15-1	ENSP00000273368
NX_Q9UI15-1	ENSP00000377494
NX_Q9UI15-1	ENSP00000391160
NX_Q9UI15-1	ENSP00000419105
NX_Q9UI17-1	ENSP00000255189
NX_Q9UI17-2	ENSP00000428995
NX_Q9UI26-1	ENSP00000316651
NX_Q9UI26-1	ENSP00000386992
NX_Q9UI26-2	ENSP00000386992
NX_Q9UI30-1	ENSP00000438349
NX_Q9UI30-2	ENSP00000309433
NX_Q9UI32-1	ENSP00000310447
NX_Q9UI32-2	ENSP00000419661
NX_Q9UI33-1	ENSP00000307599
NX_Q9UI33-2	ENSP00000408028
NX_Q9UI33-3	ENSP00000416757
NX_Q9UI38-1	ENSP00000326598
NX_Q9UI38-1	ENSP00000418875
NX_Q9UI40-1	ENSP00000344801
NX_Q9UI40-2	ENSP00000286344
NX_Q9UI42-1	ENSP00000222482
NX_Q9UI42-2	ENSP00000412947
NX_Q9UI43-1	ENSP00000242257
NX_Q9UI43-1	ENSP00000392343
NX_Q9UI46-1	ENSP00000242317
NX_Q9UI47-1	ENSP00000389714
NX_Q9UI95-1	ENSP00000235310
NX_Q9UI95-1	ENSP00000365855
NX_Q9UI95-1	ENSP00000365882
NX_Q9UIA0-1	ENSP00000248901
NX_Q9UIA9-1	ENSP00000252512
NX_Q9UIB8-1	ENSP00000312367
NX_Q9UIB8-2	ENSP00000357027
NX_Q9UIB8-3	ENSP00000357033
NX_Q9UIB8-5	ENSP00000357030
NX_Q9UIB8-7	ENSP00000442845
NX_Q9UIC8-1	ENSP00000382021
NX_Q9UIC8-2	ENSP00000370349
NX_Q9UIC8-3	ENSP00000370353
NX_Q9UID3-1	ENSP00000279281
NX_Q9UID3-2	ENSP00000279281
NX_Q9UID6-1	ENSP00000325634
NX_Q9UID6-1	ENSP00000417740
NX_Q9UID6-1	ENSP00000418766
NX_Q9UID6-1	ENSP00000477626
NX_Q9UIE0-1	ENSP00000409318
NX_Q9UIF3-1	ENSP00000207457
NX_Q9UIF7-1	ENSP00000361170
NX_Q9UIF7-2	ENSP00000361182
NX_Q9UIF7-3	ENSP00000361187
NX_Q9UIF7-4	ENSP00000361170
NX_Q9UIF7-4	ENSP00000409718
NX_Q9UIF7-5	ENSP00000346354
NX_Q9UIF7-5	ENSP00000361182
NX_Q9UIF7-6	ENSP00000347685
NX_Q9UIF7-6	ENSP00000361176
NX_Q9UIF7-6	ENSP00000361187
NX_Q9UIF7-6	ENSP00000407590
NX_Q9UIF8-1	ENSP00000376534
NX_Q9UIF8-4	ENSP00000376534
NX_Q9UIF8-5	ENSP00000376533
NX_Q9UIF9-1	ENSP00000446880
NX_Q9UIG0-1	ENSP00000342434
NX_Q9UIG0-1	ENSP00000385442
NX_Q9UIG4-1	ENSP00000259845
NX_Q9UIG5-1	ENSP00000259881
NX_Q9UIG8-1	ENSP00000320634
NX_Q9UIG8-2	ENSP00000387846
NX_Q9UIG8-4	ENSP00000320634
NX_Q9UIH9-1	ENSP00000296233
NX_Q9UII2-1	ENSP00000335203
NX_Q9UII2-2	ENSP00000435579
NX_Q9UII2-3	ENSP00000437337
NX_Q9UII4-1	ENSP00000264350
NX_Q9UII5-1	ENSP00000343443
NX_Q9UII5-1	ENSP00000378789
NX_Q9UII5-1	ENSP00000400037
NX_Q9UII5-1	ENSP00000483720
NX_Q9UII6-1	ENSP00000311051
NX_Q9UII6-1	ENSP00000361785
NX_Q9UII6-1	ENSP00000361787
NX_Q9UII6-1	ENSP00000436312
NX_Q9UII6-1	ENSP00000444580
NX_Q9UII6-1	ENSP00000452702
NX_Q9UII6-1	ENSP00000474298
NX_Q9UII6-1	ENSP00000474689
NX_Q9UII6-1	ENSP00000475626
NX_Q9UII6-1	ENSP00000475675
NX_Q9UII6-1	ENSP00000475801
NX_Q9UII6-4	ENSP00000361785
NX_Q9UIJ5-1	ENSP00000262096
NX_Q9UIJ7-1	ENSP00000371230
NX_Q9UIJ7-2	ENSP00000352948
NX_Q9UIJ7-2	ENSP00000371230
NX_Q9UIJ7-2	ENSP00000482308
NX_Q9UIJ7-3	ENSP00000413933
NX_Q9UIK4-1	ENSP00000261891
NX_Q9UIK4-1	ENSP00000408277
NX_Q9UIK4-2	ENSP00000453235
NX_Q9UIK4-2	ENSP00000484390
NX_Q9UIK5-1	ENSP00000272771
NX_Q9UIK5-2	ENSP00000376128
NX_Q9UIK5-3	ENSP00000386871
NX_Q9UIL1-1	ENSP00000477352
NX_Q9UIL1-1	ENSP00000477812
NX_Q9UIL1-2	ENSP00000345262
NX_Q9UIL1-2	ENSP00000377753
NX_Q9UIL1-2	ENSP00000377755
NX_Q9UIL1-4	ENSP00000426649
NX_Q9UIL4-1	ENSP00000346401
NX_Q9UIL4-1	ENSP00000388878
NX_Q9UIL4-2	ENSP00000252688
NX_Q9UIL8-1	ENSP00000367570
NX_Q9UIL8-2	ENSP00000350209
NX_Q9UIL8-2	ENSP00000367570
NX_Q9UIL8-2	ENSP00000417539
NX_Q9UIM3-1	ENSP00000364298
NX_Q9UIQ6-1	ENSP00000231368
NX_Q9UIQ6-2	ENSP00000231368
NX_Q9UIQ6-2	ENSP00000379117
NX_Q9UIQ6-3	ENSP00000231368
NX_Q9UIQ6-3	ENSP00000379117
NX_Q9UIR0-1	ENSP00000364132
NX_Q9UIR0-5	ENSP00000364132
NX_Q9UIR0-5	ENSP00000443364
NX_Q9UIS9-10	ENSP00000466092
NX_Q9UIS9-11	ENSP00000468042
NX_Q9UIS9-12	ENSP00000468785
NX_Q9UIS9-1	ENSP00000269468
NX_Q9UIS9-1	ENSP00000372407
NX_Q9UIS9-1	ENSP00000467017
NX_Q9UIS9-2	ENSP00000269471
NX_Q9UIS9-2	ENSP00000467763
NX_Q9UIS9-4	ENSP00000381502
NX_Q9UIS9-5	ENSP00000269469
NX_Q9UIS9-6	ENSP00000339546
NX_Q9UIS9-7	ENSP00000285102
NX_Q9UIS9-7	ENSP00000381506
NX_Q9UIS9-8	ENSP00000465923
NX_Q9UIS9-9	ENSP00000405268
NX_Q9UIS9-9	ENSP00000468430
NX_Q9UIU6-1	ENSP00000216513
NX_Q9UIV1-1	ENSP00000355279
NX_Q9UIV1-2	ENSP00000429093
NX_Q9UIV8-1	ENSP00000341584
NX_Q9UIW0-1	ENSP00000234392
NX_Q9UIW2-1	ENSP00000377061
NX_Q9UIX4-1	ENSP00000360626
NX_Q9UIY3-1	ENSP00000358739
NX_Q9UJ04-1	ENSP00000410943
NX_Q9UJ14-1	ENSP00000338964
NX_Q9UJ37-1	ENSP00000225276
NX_Q9UJ41-2	ENSP00000284957
NX_Q9UJ41-2	ENSP00000370208
NX_Q9UJ41-2	ENSP00000403429
NX_Q9UJ41-2	ENSP00000415815
NX_Q9UJ41-4	ENSP00000370208
NX_Q9UJ41-4	ENSP00000403429
NX_Q9UJ42-1	ENSP00000348161
NX_Q9UJ55-1	ENSP00000433433
NX_Q9UJ68-1	ENSP00000313921
NX_Q9UJ68-2	ENSP00000313921
NX_Q9UJ68-2	ENSP00000371930
NX_Q9UJ68-2	ENSP00000436839
NX_Q9UJ68-3	ENSP00000371930
NX_Q9UJ68-4	ENSP00000410912
NX_Q9UJ68-5	ENSP00000313921
NX_Q9UJ70-1	ENSP00000244204
NX_Q9UJ70-1	ENSP00000389087
NX_Q9UJ70-1	ENSP00000477639
NX_Q9UJ70-2	ENSP00000389087
NX_Q9UJ70-2	ENSP00000477639
NX_Q9UJ71-1	ENSP00000386378
NX_Q9UJ72-1	ENSP00000352248
NX_Q9UJ78-1	ENSP00000372361
NX_Q9UJ78-2	ENSP00000372364
NX_Q9UJ78-4	ENSP00000337034
NX_Q9UJ78-5	ENSP00000337034
NX_Q9UJ78-5	ENSP00000445779
NX_Q9UJ83-1	ENSP00000323811
NX_Q9UJ83-2	ENSP00000390699
NX_Q9UJ83-3	ENSP00000403656
NX_Q9UJ83-4	ENSP00000404883
NX_Q9UJ90-1	ENSP00000361173
NX_Q9UJ96-1	ENSP00000315654
NX_Q9UJ98-1	ENSP00000319318
NX_Q9UJ98-1	ENSP00000400359
NX_Q9UJ98-3	ENSP00000377586
NX_Q9UJ98-3	ENSP00000484098
NX_Q9UJ99-1	ENSP00000361336
NX_Q9UJ99-1	ENSP00000437790
NX_Q9UJA2-1	ENSP00000368140
NX_Q9UJA2-2	ENSP00000368145
NX_Q9UJA3-1	ENSP00000368174
NX_Q9UJA3-1	ENSP00000478141
NX_Q9UJA3-2	ENSP00000368161
NX_Q9UJA3-3	ENSP00000265187
NX_Q9UJA3-4	ENSP00000368164
NX_Q9UJA5-1	ENSP00000203001
NX_Q9UJA5-4	ENSP00000203001
NX_Q9UJA5-4	ENSP00000392070
NX_Q9UJA9-1	ENSP00000230565
NX_Q9UJA9-1	ENSP00000360436
NX_Q9UJC3-1	ENSP00000360252
NX_Q9UJC3-2	ENSP00000360252
NX_Q9UJC5-1	ENSP00000358853
NX_Q9UJD0-1	ENSP00000361768
NX_Q9UJD0-1	ENSP00000361769
NX_Q9UJF2-1	ENSP00000420558
NX_Q9UJF2-2	ENSP00000356621
NX_Q9UJG1-1	ENSP00000359819
NX_Q9UJG1-2	ENSP00000359815
NX_Q9UJG1-3	ENSP00000359813
NX_Q9UJH8-1	ENSP00000455068
NX_Q9UJJ7-1	ENSP00000007264
NX_Q9UJJ7-1	ENSP00000455026
NX_Q9UJJ9-1	ENSP00000204679
NX_Q9UJK0-1	ENSP00000007390
NX_Q9UJL9-1	ENSP00000354547
NX_Q9UJL9-1	ENSP00000399664
NX_Q9UJL9-2	ENSP00000354547
NX_Q9UJL9-2	ENSP00000399664
NX_Q9UJL9-2	ENSP00000435907
NX_Q9UJM3-1	ENSP00000366702
NX_Q9UJM8-1	ENSP00000368066
NX_Q9UJN7-1	ENSP00000244576
NX_Q9UJP4-1	ENSP00000366886
NX_Q9UJP4-2	ENSP00000366891
NX_Q9UJQ1-1	ENSP00000246070
NX_Q9UJQ1-2	ENSP00000406360
NX_Q9UJQ4-1	ENSP00000217086
NX_Q9UJQ4-2	ENSP00000379319
NX_Q9UJQ7-1	ENSP00000366645
NX_Q9UJS0-1	ENSP00000265631
NX_Q9UJS0-2	ENSP00000400101
NX_Q9UJT0-1	ENSP00000357651
NX_Q9UJT1-1	ENSP00000320797
NX_Q9UJT1-1	ENSP00000468518
NX_Q9UJT1-2	ENSP00000342399
NX_Q9UJT1-3	ENSP00000342561
NX_Q9UJT1-4	ENSP00000320797
NX_Q9UJT1-4	ENSP00000441757
NX_Q9UJT1-4	ENSP00000468518
NX_Q9UJT1-5	ENSP00000377785
NX_Q9UJT1-6	ENSP00000365262
NX_Q9UJT1-6	ENSP00000480387
NX_Q9UJT2-1	ENSP00000246801
NX_Q9UJT9-1	ENSP00000423630
NX_Q9UJT9-2	ENSP00000329632
NX_Q9UJT9-2	ENSP00000423630
NX_Q9UJT9-2	ENSP00000425184
NX_Q9UJU2-1	ENSP00000265165
NX_Q9UJU2-2	ENSP00000422334
NX_Q9UJU2-3	ENSP00000265165
NX_Q9UJU2-4	ENSP00000422334
NX_Q9UJU2-5	ENSP00000406176
NX_Q9UJU2-6	ENSP00000369284
NX_Q9UJU2-7	ENSP00000422840
NX_Q9UJU3-1	ENSP00000337081
NX_Q9UJU3-2	ENSP00000337081
NX_Q9UJU3-2	ENSP00000346305
NX_Q9UJU5-1	ENSP00000360157
NX_Q9UJU6-1	ENSP00000411701
NX_Q9UJU6-2	ENSP00000419992
NX_Q9UJU6-3	ENSP00000417653
NX_Q9UJU6-4	ENSP00000390397
NX_Q9UJU6-4	ENSP00000417749
NX_Q9UJU6-5	ENSP00000398931
NX_Q9UJU6-5	ENSP00000400817
NX_Q9UJU6-5	ENSP00000411701
NX_Q9UJU6-5	ENSP00000415173
NX_Q9UJU6-6	ENSP00000416421
NX_Q9UJV3-1	ENSP00000262843
NX_Q9UJV3-2	ENSP00000413976
NX_Q9UJV8-1	ENSP00000418721
NX_Q9UJV8-2	ENSP00000345168
NX_Q9UJV9-1	ENSP00000422753
NX_Q9UJW0-1	ENSP00000416968
NX_Q9UJW0-2	ENSP00000411251
NX_Q9UJW0-2	ENSP00000416968
NX_Q9UJW0-3	ENSP00000414906
NX_Q9UJW2-1	ENSP00000259782
NX_Q9UJW3-1	ENSP00000486001
NX_Q9UJW3-2	ENSP00000270172
NX_Q9UJW7-1	ENSP00000479884
NX_Q9UJW7-2	ENSP00000479807
NX_Q9UJW8-1	ENSP00000221327
NX_Q9UJW8-3	ENSP00000375818
NX_Q9UJW8-4	ENSP00000468523
NX_Q9UJW9-1	ENSP00000325414
NX_Q9UJW9-1	ENSP00000375882
NX_Q9UJX0-1	ENSP00000343376
NX_Q9UJX0-2	ENSP00000343376
NX_Q9UJX0-2	ENSP00000355374
NX_Q9UJX0-2	ENSP00000376983
NX_Q9UJX2-1	ENSP00000378350
NX_Q9UJX2-2	ENSP00000378348
NX_Q9UJX2-3	ENSP00000378350
NX_Q9UJX3-1	ENSP00000394394
NX_Q9UJX3-2	ENSP00000402314
NX_Q9UJX4-1	ENSP00000261819
NX_Q9UJX4-3	ENSP00000415061
NX_Q9UJX4-3	ENSP00000439875
NX_Q9UJX5-1	ENSP00000318775
NX_Q9UJX5-3	ENSP00000426654
NX_Q9UJX6-1	ENSP00000314004
NX_Q9UJY1-1	ENSP00000281938
NX_Q9UJY4-1	ENSP00000311962
NX_Q9UJY5-1	ENSP00000341344
NX_Q9UJY5-3	ENSP00000341344
NX_Q9UJY5-3	ENSP00000371175
NX_Q9UJY5-3	ENSP00000385287
NX_Q9UJY5-4	ENSP00000321288
NX_Q9UJY5-6	ENSP00000371175
NX_Q9UJZ1-1	ENSP00000348886
NX_Q9UJZ1-2	ENSP00000395743
NX_Q9UK00-1	ENSP00000349732
NX_Q9UK00-1	ENSP00000387606
NX_Q9UK00-1	ENSP00000404913
NX_Q9UK00-2	ENSP00000414124
NX_Q9UK05-1	ENSP00000463051
NX_Q9UK08-1	ENSP00000300873
NX_Q9UK10-1	ENSP00000262894
NX_Q9UK10-1	ENSP00000468686
NX_Q9UK11-1	ENSP00000401947
NX_Q9UK12-1	ENSP00000187879
NX_Q9UK12-2	ENSP00000375822
NX_Q9UK13-1	ENSP00000251269
NX_Q9UK13-1	ENSP00000467367
NX_Q9UK13-1	ENSP00000467446
NX_Q9UK13-1	ENSP00000477876
NX_Q9UK17-1	ENSP00000319591
NX_Q9UK17-2	ENSP00000306923
NX_Q9UK17-2	ENSP00000358711
NX_Q9UK22-1	ENSP00000346240
NX_Q9UK23-1	ENSP00000310998
NX_Q9UK23-2	ENSP00000371381
NX_Q9UK23-3	ENSP00000455900
NX_Q9UK28-1	ENSP00000262817
NX_Q9UK28-1	ENSP00000470879
NX_Q9UK32-1	ENSP00000262752
NX_Q9UK32-2	ENSP00000483896
NX_Q9UK33-1	ENSP00000320050
NX_Q9UK33-1	ENSP00000443957
NX_Q9UK33-1	ENSP00000446126
NX_Q9UK39-1	ENSP00000280614
NX_Q9UK41-1	ENSP00000292510
NX_Q9UK41-1	ENSP00000434064
NX_Q9UK41-2	ENSP00000366565
NX_Q9UK41-2	ENSP00000434556
NX_Q9UK45-1	ENSP00000252622
NX_Q9UK53-1	ENSP00000364929
NX_Q9UK53-2	ENSP00000328436
NX_Q9UK53-3	ENSP00000328436
NX_Q9UK53-3	ENSP00000345202
NX_Q9UK53-3	ENSP00000364929
NX_Q9UK53-3	ENSP00000364930
NX_Q9UK53-4	ENSP00000345202
NX_Q9UK55-1	ENSP00000261994
NX_Q9UK55-1	ENSP00000376809
NX_Q9UK55-1	ENSP00000450896
NX_Q9UK55-1	ENSP00000450971
NX_Q9UK58-1	ENSP00000295926
NX_Q9UK58-4	ENSP00000417237
NX_Q9UK58-5	ENSP00000295925
NX_Q9UK58-5	ENSP00000417343
NX_Q9UK58-5	ENSP00000418094
NX_Q9UK58-5	ENSP00000418449
NX_Q9UK58-5	ENSP00000487951
NX_Q9UK58-6	ENSP00000420277
NX_Q9UK59-1	ENSP00000260803
NX_Q9UK61-2	ENSP00000399410
NX_Q9UK61-3	ENSP00000417509
NX_Q9UK61-4	ENSP00000347845
NX_Q9UK73-1	ENSP00000307298
NX_Q9UK76-1	ENSP00000387059
NX_Q9UK76-2	ENSP00000348316
NX_Q9UK76-3	ENSP00000303110
NX_Q9UK76-3	ENSP00000387059
NX_Q9UK76-3	ENSP00000462478
NX_Q9UK76-3	ENSP00000462784
NX_Q9UK76-3	ENSP00000462834
NX_Q9UK76-3	ENSP00000464266
NX_Q9UK80-1	ENSP00000289865
NX_Q9UK80-1	ENSP00000356981
NX_Q9UK80-3	ENSP00000356980
NX_Q9UK85-1	ENSP00000221498
NX_Q9UK96-1	ENSP00000403802
NX_Q9UK96-2	ENSP00000403802
NX_Q9UK97-1	ENSP00000244426
NX_Q9UK97-2	ENSP00000326968
NX_Q9UK97-3	ENSP00000244426
NX_Q9UK97-3	ENSP00000326968
NX_Q9UK97-3	ENSP00000359977
NX_Q9UK99-1	ENSP00000265651
NX_Q9UK99-2	ENSP00000408836
NX_Q9UK99-3	ENSP00000433781
NX_Q9UKA1-1	ENSP00000344866
NX_Q9UKA1-2	ENSP00000408679
NX_Q9UKA2-1	ENSP00000229971
NX_Q9UKA2-1	ENSP00000358247
NX_Q9UKA4-1	ENSP00000025301
NX_Q9UKA8-1	ENSP00000363516
NX_Q9UKA8-1	ENSP00000445401
NX_Q9UKA8-1	ENSP00000479300
NX_Q9UKA8-2	ENSP00000409540
NX_Q9UKA8-3	ENSP00000391912
NX_Q9UKA8-4	ENSP00000363514
NX_Q9UKA8-5	ENSP00000414447
NX_Q9UKA8-5	ENSP00000486836
NX_Q9UKA8-6	ENSP00000363516
NX_Q9UKA8-6	ENSP00000414447
NX_Q9UKA8-6	ENSP00000445401
NX_Q9UKA8-6	ENSP00000478174
NX_Q9UKA8-6	ENSP00000479300
NX_Q9UKA8-6	ENSP00000484519
NX_Q9UKA8-6	ENSP00000486836
NX_Q9UKA9-1	ENSP00000412788
NX_Q9UKA9-2	ENSP00000477024
NX_Q9UKA9-3	ENSP00000359216
NX_Q9UKA9-4	ENSP00000359217
NX_Q9UKB1-1	ENSP00000265094
NX_Q9UKB1-2	ENSP00000377391
NX_Q9UKB1-3	ENSP00000296933
NX_Q9UKB3-1	ENSP00000225171
NX_Q9UKB3-2	ENSP00000343575
NX_Q9UKB5-1	ENSP00000367432
NX_Q9UKB5-1	ENSP00000367433
NX_Q9UKC9-1	ENSP00000417601
NX_Q9UKC9-2	ENSP00000426163
NX_Q9UKC9-2	ENSP00000441228
NX_Q9UKD1-1	ENSP00000266068
NX_Q9UKD1-1	ENSP00000359094
NX_Q9UKD2-1	ENSP00000364320
NX_Q9UKE5-1	ENSP00000399511
NX_Q9UKE5-2	ENSP00000349880
NX_Q9UKE5-3	ENSP00000418378
NX_Q9UKE5-4	ENSP00000284483
NX_Q9UKE5-5	ENSP00000345352
NX_Q9UKE5-6	ENSP00000419990
NX_Q9UKE5-7	ENSP00000418916
NX_Q9UKE5-8	ENSP00000418156
NX_Q9UKF2-1	ENSP00000358407
NX_Q9UKF5-1	ENSP00000352177
NX_Q9UKF5-1	ENSP00000384229
NX_Q9UKF5-1	ENSP00000414544
NX_Q9UKF5-1	ENSP00000423517
NX_Q9UKF5-1	ENSP00000478469
NX_Q9UKF5-1	ENSP00000484862
NX_Q9UKF6-1	ENSP00000238112
NX_Q9UKF7-1	ENSP00000464006
NX_Q9UKF7-2	ENSP00000463626
NX_Q9UKG1-1	ENSP00000288266
NX_Q9UKG4-1	ENSP00000297282
NX_Q9UKG9-1	ENSP00000331981
NX_Q9UKG9-2	ENSP00000404867
NX_Q9UKG9-3	ENSP00000413575
NX_Q9UKI2-1	ENSP00000295324
NX_Q9UKI2-1	ENSP00000480549
NX_Q9UKI3-1	ENSP00000248948
NX_Q9UKI8-1	ENSP00000411099
NX_Q9UKI8-2	ENSP00000354089
NX_Q9UKI8-3	ENSP00000354089
NX_Q9UKI8-3	ENSP00000409222
NX_Q9UKI8-3	ENSP00000411099
NX_Q9UKI8-3	ENSP00000428113
NX_Q9UKI8-4	ENSP00000409222
NX_Q9UKI8-5	ENSP00000411099
NX_Q9UKI8-5	ENSP00000428113
NX_Q9UKI9-1	ENSP00000441687
NX_Q9UKI9-2	ENSP00000260264
NX_Q9UKJ0-1	ENSP00000391748
NX_Q9UKJ0-1	ENSP00000477365
NX_Q9UKJ0-2	ENSP00000415775
NX_Q9UKJ0-3	ENSP00000415775
NX_Q9UKJ1-1	ENSP00000198536
NX_Q9UKJ1-3	ENSP00000340109
NX_Q9UKJ1-4	ENSP00000377569
NX_Q9UKJ3-1	ENSP00000467556
NX_Q9UKJ3-2	ENSP00000467556
NX_Q9UKJ3-2	ENSP00000468719
NX_Q9UKJ3-3	ENSP00000468719
NX_Q9UKJ5-1	ENSP00000263921
NX_Q9UKJ8-1	ENSP00000474385
NX_Q9UKK3-1	ENSP00000371419
NX_Q9UKK6-1	ENSP00000254998
NX_Q9UKK9-1	ENSP00000419628
NX_Q9UKK9-1	ENSP00000445116
NX_Q9UKL0-1	ENSP00000262241
NX_Q9UKL2-1	ENSP00000333684
NX_Q9UKL2-1	ENSP00000369725
