NX_A0A075B6J9	ENST00000390310
NX_Q96RK0	ENST00000575287
NX_Q96RK0	ENST00000576505
NX_Q96RK4	ENST00000561914
NX_Q96RK4	ENST00000562084
NX_Q96RK4	ENST00000563600
NX_Q96RK4	ENST00000565160
NX_Q96RK4	ENST00000566197
NX_Q96RK4	ENST00000566829
NX_Q96RK4	ENST00000566938
NX_Q96RK4	ENST00000569338
NX_Q96RK4	ENST00000569440
NX_Q96RL1	ENST00000428382
NX_Q96RL1	ENST00000507513
NX_Q96RL1	ENST00000509236
NX_Q96RL1	ENST00000512031
NX_Q96RL6	ENST00000426296
NX_Q96RL7	ENST00000376646
NX_Q96RL7	ENST00000419472
NX_Q96RL7	ENST00000467124
NX_Q96RL7	ENST00000484581
NX_Q96RL7	ENST00000493341
NX_Q96RN1	ENST00000465492
NX_Q96RN1	ENST00000469847
NX_Q96RN1	ENST00000480663
NX_Q96RN5	ENST00000406969
NX_Q96RN5	ENST00000414658
NX_Q96RN5	ENST00000420849
NX_Q96RN5	ENST00000423862
NX_Q96RN5	ENST00000424287
NX_Q96RN5	ENST00000428629
NX_Q96RN5	ENST00000432052
NX_Q96RN5	ENST00000433831
NX_Q96RN5	ENST00000438962
NX_Q96RN5	ENST00000441501
NX_Q96RN5	ENST00000444094
NX_Q96RN5	ENST00000445189
NX_Q96RN5	ENST00000445987
NX_Q96RN5	ENST00000451058
NX_Q96RN5	ENST00000457322
NX_Q96RP7	ENST00000460995
NX_Q96RP7	ENST00000482469
NX_Q96RP7	ENST00000498000
NX_Q96RP9	ENST00000464732
NX_Q96RP9	ENST00000472383
NX_Q96RP9	ENST00000478254
NX_Q96RP9	ENST00000478576
NX_Q96RQ1	ENST00000546509
NX_Q96RQ1	ENST00000546839
NX_Q96RQ1	ENST00000548441
NX_Q96RQ1	ENST00000548909
NX_Q96RQ1	ENST00000549182
NX_Q96RQ1	ENST00000550353
NX_Q96RQ1	ENST00000551467
NX_Q96RQ1	ENST00000552132
NX_Q96RQ1	ENST00000552155
NX_Q96RQ1	ENST00000611644
NX_Q96RQ3	ENST00000466650
NX_Q96RQ3	ENST00000476176
NX_Q96RQ3	ENST00000486226
NX_Q96RQ3	ENST00000487634
NX_Q96RQ3	ENST00000490284
NX_Q96RQ3	ENST00000492597
NX_Q96RQ3	ENST00000495767
NX_Q96RQ3	ENST00000497830
NX_Q96RQ3	ENST00000497959
NX_Q96RQ3	ENST00000610757
NX_Q96RQ3	ENST00000629669
NX_Q96RQ9	ENST00000593956
NX_Q96RQ9	ENST00000596011
NX_Q96RQ9	ENST00000596022
NX_Q96RQ9	ENST00000597295
NX_Q96RR4	ENST00000543477
NX_Q96RR4	ENST00000544485
NX_Q96RR4	ENST00000545538
NX_Q96RS0	ENST00000523948
NX_Q96RS6	ENST00000521439
NX_Q96RT1	ENST00000416865
NX_Q96RT1	ENST00000511671
NX_Q96RT1	ENST00000512354
NX_Q96RT6	ENST00000634260
NX_Q96RT6	ENST00000634570
NX_Q96RT7	ENST00000425018
NX_Q96RT7	ENST00000434349
NX_Q96RT7	ENST00000439308
NX_Q96RT8	ENST00000610294
NX_Q96RT8	ENST00000612085
NX_Q96RT8	ENST00000614508
NX_Q96RT8	ENST00000622507
NX_Q96RU2	ENST00000535607
NX_Q96RU2	ENST00000537490
NX_Q96RU2	ENST00000537642
NX_Q96RU2	ENST00000538224
NX_Q96RU2	ENST00000538475
NX_Q96RU2	ENST00000540438
NX_Q96RU2	ENST00000540925
NX_Q96RU2	ENST00000544750
NX_Q96RU2	ENST00000544967
NX_Q96RU2	ENST00000545540
NX_Q96RU2	ENST00000545608
NX_Q96RU3	ENST00000443566
NX_Q96RU3	ENST00000449089
NX_Q96RU7	ENST00000449710
NX_Q96RU7	ENST00000615226
NX_Q96RU8	ENST00000519576
NX_Q96RV3	ENST00000554691
NX_Q96RV3	ENST00000555780
NX_Q96RV3	ENST00000556849
NX_Q96RW7	ENST00000414277
NX_Q96RY5	ENST00000415022
NX_Q96RY7	ENST00000397417
NX_Q96RY7	ENST00000568837
NX_Q96RY7	ENST00000569646
NX_Q96RY7	ENST00000569812
NX_Q96S06	ENST00000562226
NX_Q96S06	ENST00000562380
NX_Q96S06	ENST00000565276
NX_Q96S06	ENST00000566627
NX_Q96S06	ENST00000567595
NX_Q96S06	ENST00000568964
NX_Q96S06	ENST00000570014
NX_Q96S16	ENST00000412368
NX_Q96S16	ENST00000562111
NX_Q96S16	ENST00000562824
NX_Q96S16	ENST00000565258
NX_Q96S16	ENST00000609261
NX_Q96S19	ENST00000456420
NX_Q96S19	ENST00000564039
NX_Q96S19	ENST00000565163
NX_Q96S19	ENST00000568077
NX_Q96S19	ENST00000568773
NX_Q96S19	ENST00000568830
NX_Q96S19	ENST00000614890
NX_Q96S21	ENST00000509637
NX_Q96S21	ENST00000563109
NX_Q96S21	ENST00000564703
NX_Q96S21	ENST00000565511
NX_Q96S21	ENST00000566290
NX_Q96S21	ENST00000568586
NX_Q96S21	ENST00000569575
NX_Q96S38	ENST00000543354
NX_Q96S38	ENST00000543470
NX_Q96S38	ENST00000614059
NX_Q96S38	ENST00000615329
NX_Q96S42	ENST00000414871
NX_Q96S44	ENST00000372102
NX_Q96S52	ENST00000268758
NX_Q96S52	ENST00000582721
NX_Q96S52	ENST00000584080
NX_Q96S66	ENST00000369976
NX_Q96S82	ENST00000563081
NX_Q96S82	ENST00000565130
NX_Q96S82	ENST00000565494
NX_Q96S82	ENST00000566365
NX_Q96S86	ENST00000558770
NX_Q96S86	ENST00000562281
NX_Q96S94	ENST00000408952
NX_Q96S94	ENST00000425598
NX_Q96S94	ENST00000497013
NX_Q96S96	ENST00000522278
NX_Q96S97	ENST00000414489
NX_Q96S97	ENST00000421337
NX_Q96S97	ENST00000439000
NX_Q96S97	ENST00000448420
NX_Q96S99	ENST00000586888
NX_Q96S99	ENST00000588833
NX_Q96SB3	ENST00000612501
NX_Q96SB4	ENST00000361690
NX_Q96SB4	ENST00000507292
NX_Q96SB4	ENST00000507909
NX_Q96SB4	ENST00000508473
NX_Q96SB4	ENST00000510290
NX_Q96SB4	ENST00000512445
NX_Q96SB8	ENST00000381272
NX_Q96SB8	ENST00000428868
NX_Q96SB8	ENST00000430591
NX_Q96SB8	ENST00000446852
NX_Q96SB8	ENST00000621152
NX_Q96SD1	ENST00000378241
NX_Q96SD1	ENST00000378242
NX_Q96SD1	ENST00000418843
NX_Q96SD1	ENST00000456122
NX_Q96SE0	ENST00000416071
NX_Q96SE0	ENST00000420647
NX_Q96SE7	ENST00000595967
NX_Q96SE7	ENST00000597183
NX_Q96SE7	ENST00000599096
NX_Q96SE7	ENST00000601804
NX_Q96SF7	ENST00000449873
NX_Q96SI1	ENST00000587559
NX_Q96SI1	ENST00000587658
NX_Q96SI1	ENST00000588637
NX_Q96SI1	ENST00000590385
NX_Q96SI1	ENST00000590771
NX_Q96SI1	ENST00000590906
NX_Q96SI9	ENST00000407982
NX_Q96SI9	ENST00000471564
NX_Q96SI9	ENST00000478973
NX_Q96SI9	ENST00000479114
NX_Q96SI9	ENST00000496533
NX_Q96SJ8	ENST00000518429
NX_Q96SJ8	ENST00000520837
NX_Q96SJ8	ENST00000520999
NX_Q96SJ8	ENST00000533080
NX_Q96SJ8	ENST00000533202
NX_Q96SJ8	ENST00000533786
NX_Q96SK2	ENST00000471077
NX_Q96SK2	ENST00000471985
NX_Q96SK3	ENST00000586559
NX_Q96SK3	ENST00000590670
NX_Q96SK3	ENST00000591664
NX_Q96SL1	ENST00000477647
NX_Q96SL8	ENST00000587414
NX_Q96SL8	ENST00000587678
NX_Q96SL8	ENST00000590714
NX_Q96SL8	ENST00000592585
NX_Q96SN7	ENST00000468241
NX_Q96SN7	ENST00000482237
NX_Q96SN7	ENST00000495936
NX_Q96SN7	ENST00000498661
NX_Q96SN8	ENST00000360822
NX_Q96SN8	ENST00000416449
NX_Q96SN8	ENST00000425647
NX_Q96SN8	ENST00000473282
NX_Q96SN8	ENST00000480112
NX_Q96SN8	ENST00000481266
NX_Q96SN8	ENST00000482047
NX_Q96SQ5	ENST00000419854
NX_Q96SQ9	ENST00000593545
NX_Q96SQ9	ENST00000593890
NX_Q96SQ9	ENST00000595590
NX_Q96SQ9	ENST00000597754
NX_Q96SQ9	ENST00000600561
NX_Q96SR6	ENST00000423582
NX_Q96SR6	ENST00000460670
NX_Q96SR6	ENST00000590785
NX_Q96ST2	ENST00000409725
NX_Q96ST2	ENST00000412979
NX_Q96ST2	ENST00000637187
NX_Q96ST3	ENST00000562776
NX_Q96ST3	ENST00000564778
NX_Q96ST3	ENST00000565264
NX_Q96ST3	ENST00000567289
NX_Q96ST3	ENST00000568190
NX_Q96ST3	ENST00000568309
NX_Q96ST3	ENST00000568431
NX_Q96ST3	ENST00000570115
NX_Q96ST8	ENST00000586984
NX_Q96ST8	ENST00000590597
NX_Q96ST8	ENST00000591863
NX_Q96ST8	ENST00000593276
NX_Q96SU4	ENST00000481937
NX_Q96SU4	ENST00000489990
NX_Q96SU4	ENST00000526917
NX_Q96SU4	ENST00000527631
NX_Q96SU4	ENST00000528603
NX_Q96SU4	ENST00000531061
NX_Q96SU4	ENST00000532975
NX_Q96SU4	ENST00000533884
NX_Q96SU4	ENST00000534040
NX_Q96SU4	ENST00000625138
NX_Q96SW2	ENST00000424814
NX_Q96SW2	ENST00000450014
NX_Q96SY0	ENST00000442903
NX_Q96SY0	ENST00000561769
NX_Q96SY0	ENST00000562830
NX_Q96SY0	ENST00000567923
NX_Q96SY0	ENST00000567940
NX_Q96SY0	ENST00000568573
NX_Q96SY0	ENST00000569004
NX_Q96SY0	ENST00000569491
NX_Q96SY0	ENST00000569565
NX_Q96SZ4	ENST00000572431
NX_Q96SZ4	ENST00000572548
NX_Q96SZ4	ENST00000576483
NX_Q96SZ6	ENST00000427097
NX_Q96T21	ENST00000425851
NX_Q96T21	ENST00000440898
NX_Q96T23	ENST00000440064
NX_Q96T23	ENST00000526324
NX_Q96T23	ENST00000528095
NX_Q96T23	ENST00000531026
NX_Q96T23	ENST00000532556
NX_Q96T37	ENST00000617047
NX_Q96T51	ENST00000393448
NX_Q96T51	ENST00000502434
NX_Q96T51	ENST00000502984
NX_Q96T51	ENST00000508609
NX_Q96T52	ENST00000437687
NX_Q96T52	ENST00000450877
NX_Q96T52	ENST00000452753
NX_Q96T55	ENST00000507712
NX_Q96T58	ENST00000438066
NX_Q96T58	ENST00000442985
NX_Q96T59	ENST00000431716
NX_Q96T60	ENST00000596726
NX_Q96T60	ENST00000597965
NX_Q96T60	ENST00000598020
NX_Q96T60	ENST00000599543
NX_Q96T60	ENST00000600573
NX_Q96T60	ENST00000600910
NX_Q96T60	ENST00000625216
NX_Q96T60	ENST00000627232
NX_Q96T60	ENST00000627317
NX_Q96T60	ENST00000631020
NX_Q96T60	ENST00000636214
NX_Q96T60	ENST00000636840
NX_Q96T60	ENST00000636994
NX_Q96T60	ENST00000637897
NX_Q96T60	ENST00000638016
NX_Q96T66	ENST00000506254
NX_Q96T66	ENST00000509291
NX_Q96T66	ENST00000511444
NX_Q96T66	ENST00000512391
NX_Q96T66	ENST00000514703
NX_Q96T68	ENST00000258672
NX_Q96T68	ENST00000611815
NX_Q96T76	ENST00000422685
NX_Q96T76	ENST00000434392
NX_Q96T76	ENST00000434538
NX_Q96T76	ENST00000437002
NX_Q96T76	ENST00000439048
NX_Q96T76	ENST00000444411
NX_Q96T76	ENST00000448660
NX_Q96T83	ENST00000616978
NX_Q96T88	ENST00000613817
NX_Q96T91	ENST00000532246
NX_Q96TA2	ENST00000375972
NX_Q96TA2	ENST00000396296
NX_Q96TA2	ENST00000427324
NX_Q96TA2	ENST00000477432
NX_Q96TA2	ENST00000491542
NX_Q96TC7	ENST00000558232
NX_Q96TC7	ENST00000560460
NX_Q96TC7	ENST00000560905
NX_Q99062	ENST00000464465
NX_Q99062	ENST00000533491
NX_Q99081	ENST00000543579
NX_Q99081	ENST00000557947
NX_Q99081	ENST00000559609
NX_Q99081	ENST00000559703
NX_Q99081	ENST00000559710
NX_Q99081	ENST00000560836
NX_Q99081	ENST00000560948
NX_Q99081	ENST00000561152
NX_Q99102	ENST00000308466
NX_Q99102	ENST00000339251
NX_Q99102	ENST00000392407
NX_Q99102	ENST00000415455
NX_Q99102	ENST00000448861
NX_Q99102	ENST00000462323
NX_Q99102	ENST00000463781
NX_Q99102	ENST00000466475
NX_Q99102	ENST00000470451
NX_Q99102	ENST00000475231
NX_Q99102	ENST00000477086
NX_Q99102	ENST00000477756
NX_Q99102	ENST00000478156
NX_Q99102	ENST00000479406
NX_Q99102	ENST00000480843
NX_Q99250	ENST00000424833
NX_Q99250	ENST00000486878
NX_Q99250	ENST00000636135
NX_Q99250	ENST00000636384
NX_Q99250	ENST00000636662
NX_Q99250	ENST00000636769
NX_Q99250	ENST00000636985
NX_Q99250	ENST00000637367
NX_Q99259	ENST00000414527
NX_Q99259	ENST00000445006
NX_Q99259	ENST00000454603
NX_Q99259	ENST00000455008
NX_Q99259	ENST00000456864
NX_Q99259	ENST00000486850
NX_Q99417	ENST00000494695
NX_Q99418	ENST00000325139
NX_Q99418	ENST00000391881
NX_Q99418	ENST00000595765
NX_Q99418	ENST00000620214
NX_Q99424	ENST00000459701
NX_Q99424	ENST00000460921
NX_Q99424	ENST00000474098
NX_Q99424	ENST00000489472
NX_Q99424	ENST00000492530
NX_Q99426	ENST00000586868
NX_Q99426	ENST00000588385
NX_Q99426	ENST00000589624
NX_Q99426	ENST00000589996
NX_Q99426	ENST00000591296
NX_Q99426	ENST00000629269
NX_Q99435	ENST00000548531
NX_Q99435	ENST00000548826
NX_Q99435	ENST00000550139
NX_Q99435	ENST00000550313
NX_Q99435	ENST00000550462
NX_Q99435	ENST00000551601
NX_Q99435	ENST00000551949
NX_Q99435	ENST00000552993
NX_Q99435	ENST00000553120
NX_Q99436	ENST00000441097
NX_Q99437	ENST00000461670
NX_Q99437	ENST00000472505
NX_Q99437	ENST00000498208
NX_Q99437	ENST00000532642
NX_Q99439	ENST00000562015
NX_Q99439	ENST00000562075
NX_Q99439	ENST00000562958
NX_Q99439	ENST00000565096
NX_Q99439	ENST00000566695
NX_Q99439	ENST00000568865
NX_Q99439	ENST00000569352
NX_Q99439	ENST00000606983
NX_Q99439	ENST00000607102
NX_Q99442	ENST00000460513
NX_Q99442	ENST00000469515
NX_Q99442	ENST00000487736
NX_Q99445	ENST00000522728
NX_Q99447	ENST00000571105
NX_Q99447	ENST00000572157
NX_Q99447	ENST00000572473
NX_Q99447	ENST00000572995
NX_Q99447	ENST00000573401
NX_Q99447	ENST00000573636
NX_Q99447	ENST00000573927
NX_Q99447	ENST00000576343
NX_Q99456	ENST00000572470
NX_Q99457	ENST00000475430
NX_Q99460	ENST00000431051
NX_Q99460	ENST00000440838
NX_Q99460	ENST00000444007
NX_Q99460	ENST00000447633
NX_Q99460	ENST00000619128
NX_Q99466	ENST00000425600
NX_Q99466	ENST00000439349
NX_Q99466	ENST00000457094
NX_Q99469	ENST00000427486
NX_Q99469	ENST00000434649
NX_Q99469	ENST00000457375
NX_Q99470	ENST00000587788
NX_Q99470	ENST00000591903
NX_Q99471	ENST00000547130
NX_Q99471	ENST00000549759
NX_Q99471	ENST00000550846
NX_Q99471	ENST00000550880
NX_Q99471	ENST00000552742
NX_Q99471	ENST00000628881
NX_Q99487	ENST00000439092
NX_Q99487	ENST00000441420
NX_Q99489	ENST00000479373
NX_Q99490	ENST00000328568
NX_Q99490	ENST00000547588
NX_Q99490	ENST00000549129
NX_Q99496	ENST00000453650
NX_Q99497	ENST00000377493
NX_Q99497	ENST00000469225
NX_Q99501	ENST00000416823
NX_Q99501	ENST00000428622
NX_Q99502	ENST00000303824
NX_Q99502	ENST00000388741
NX_Q99502	ENST00000388743
NX_Q99502	ENST00000465115
NX_Q99502	ENST00000493349
NX_Q99504	ENST00000373864
NX_Q99518	ENST00000209929
NX_Q99518	ENST00000483192
NX_Q99518	ENST00000529935
NX_Q99519	ENST00000229725
NX_Q99519	ENST00000411774
NX_Q99519	ENST00000422978
NX_Q99519	ENST00000423382
NX_Q99519	ENST00000434496
NX_Q99519	ENST00000437432
NX_Q99519	ENST00000439648
NX_Q99519	ENST00000460116
NX_Q99519	ENST00000460245
NX_Q99519	ENST00000464056
NX_Q99519	ENST00000465061
NX_Q99519	ENST00000465246
NX_Q99519	ENST00000473226
NX_Q99519	ENST00000473255
NX_Q99519	ENST00000473972
NX_Q99519	ENST00000475767
NX_Q99519	ENST00000477637
NX_Q99519	ENST00000486127
NX_Q99519	ENST00000487340
NX_Q99519	ENST00000491768
NX_Q99519	ENST00000495201
NX_Q99519	ENST00000495464
NX_Q99523	ENST00000471996
NX_Q99523	ENST00000482236
NX_Q99523	ENST00000493736
NX_Q99523	ENST00000633956
NX_Q99527	ENST00000413368
NX_Q99527	ENST00000617001
NX_Q99527	ENST00000619052
NX_Q99536	ENST00000587062
NX_Q99536	ENST00000587147
NX_Q99536	ENST00000589709
NX_Q99536	ENST00000589828
NX_Q99536	ENST00000590924
NX_Q99536	ENST00000592388
NX_Q99538	ENST00000553371
NX_Q99538	ENST00000553802
NX_Q99538	ENST00000553918
NX_Q99538	ENST00000554080
NX_Q99538	ENST00000554189
NX_Q99538	ENST00000554397
NX_Q99538	ENST00000554919
NX_Q99538	ENST00000555169
NX_Q99538	ENST00000556097
NX_Q99538	ENST00000557609
NX_Q99541	ENST00000380464
NX_Q99541	ENST00000380465
NX_Q99541	ENST00000434144
NX_Q99542	ENST00000548629
NX_Q99542	ENST00000548882
NX_Q99542	ENST00000552763
NX_Q99543	ENST00000379257
NX_Q99543	ENST00000412522
NX_Q99543	ENST00000426036
NX_Q99543	ENST00000454277
NX_Q99547	ENST00000563100
NX_Q99547	ENST00000563504
NX_Q99547	ENST00000568016
NX_Q99547	ENST00000569021
NX_Q99549	ENST00000414242
NX_Q99549	ENST00000449056
NX_Q99550	ENST00000302373
NX_Q99550	ENST00000535049
NX_Q99550	ENST00000537854
NX_Q99550	ENST00000539024
NX_Q99550	ENST00000539336
NX_Q99550	ENST00000541076
NX_Q99550	ENST00000541437
NX_Q99550	ENST00000541603
NX_Q99550	ENST00000545406
NX_Q99550	ENST00000545556
NX_Q99550	ENST00000606321
NX_Q99550	ENST00000606326
NX_Q99550	ENST00000606704
NX_Q99551	ENST00000406735
NX_Q99551	ENST00000419292
NX_Q99551	ENST00000425936
NX_Q99551	ENST00000442961
NX_Q99551	ENST00000456229
NX_Q99558	ENST00000617331
NX_Q99567	ENST00000225696
NX_Q99567	ENST00000572290
NX_Q99567	ENST00000572809
NX_Q99567	ENST00000576708
NX_Q99569	ENST00000411900
NX_Q99569	ENST00000421462
NX_Q99569	ENST00000426248
NX_Q99569	ENST00000452162
NX_Q99569	ENST00000457109
NX_Q99569	ENST00000481115
NX_Q99569	ENST00000628904
NX_Q99569	ENST00000629219
NX_Q99570	ENST00000507330
NX_Q99570	ENST00000508273
NX_Q99570	ENST00000512430
NX_Q99571	ENST00000538417
NX_Q99571	ENST00000538701
NX_Q99571	ENST00000543171
NX_Q99571	ENST00000543318
NX_Q99571	ENST00000543984
NX_Q99572	ENST00000535928
NX_Q99572	ENST00000537312
NX_Q99572	ENST00000545434
NX_Q99574	ENST00000466865
NX_Q99574	ENST00000472747
NX_Q99574	ENST00000472941
NX_Q99575	ENST00000522319
NX_Q99576	ENST00000372382
NX_Q99576	ENST00000372390
NX_Q99576	ENST00000480691
NX_Q99576	ENST00000486554
NX_Q99576	ENST00000502650
NX_Q99576	ENST00000502961
NX_Q99576	ENST00000503515
NX_Q99576	ENST00000505965
NX_Q99576	ENST00000506724
NX_Q99576	ENST00000510887
NX_Q99576	ENST00000514426
NX_Q99576	ENST00000514897
NX_Q99578	ENST00000590910
NX_Q99583	ENST00000575394
NX_Q99590	ENST00000266589
NX_Q99590	ENST00000395453
NX_Q99590	ENST00000395454
NX_Q99590	ENST00000547018
NX_Q99590	ENST00000550893
NX_Q99590	ENST00000551391
NX_Q99594	ENST00000338863
NX_Q99594	ENST00000402886
NX_Q99594	ENST00000433586
NX_Q99598	ENST00000413309
NX_Q99607	ENST00000434609
NX_Q99607	ENST00000615377
NX_Q99613	ENST00000563139
NX_Q99613	ENST00000568426
NX_Q99613	ENST00000569690
NX_Q99614	ENST00000518560
NX_Q99615	ENST00000585866
NX_Q99615	ENST00000586335
NX_Q99615	ENST00000587727
NX_Q99615	ENST00000588641
NX_Q99615	ENST00000588814
NX_Q99615	ENST00000589576
NX_Q99615	ENST00000589586
NX_Q99615	ENST00000589773
NX_Q99615	ENST00000589810
NX_Q99615	ENST00000590348
NX_Q99615	ENST00000590774
NX_Q99615	ENST00000590886
NX_Q99615	ENST00000591787
NX_Q99616	ENST00000577681
NX_Q99618	ENST00000229265
NX_Q99618	ENST00000422785
NX_Q99618	ENST00000540683
NX_Q99619	ENST00000432205
NX_Q99622	ENST00000537087
NX_Q99622	ENST00000540506
NX_Q99622	ENST00000544681
NX_Q99623	ENST00000399433
NX_Q99623	ENST00000536316
NX_Q99623	ENST00000542912
NX_Q99623	ENST00000544888
NX_Q99623	ENST00000545167
NX_Q99623	ENST00000545555
NX_Q99623	ENST00000546111
NX_Q99624	ENST00000445096
NX_Q99624	ENST00000610458
NX_Q99624	ENST00000621456
NX_Q99624	ENST00000621714
NX_Q99627	ENST00000409334
NX_Q99627	ENST00000419015
NX_Q99627	ENST00000447464
NX_Q99633	ENST00000320054
NX_Q99633	ENST00000417658
NX_Q99638	ENST00000538013
NX_Q99638	ENST00000542139
NX_Q99638	ENST00000544620
NX_Q99638	ENST00000621995
NX_Q99640	ENST00000382240
NX_Q99640	ENST00000431515
NX_Q99640	ENST00000572059
NX_Q99640	ENST00000572619
NX_Q99640	ENST00000574415
NX_Q99640	ENST00000575040
NX_Q99640	ENST00000575632
NX_Q99640	ENST00000576268
NX_Q99643	ENST00000470743
NX_Q99643	ENST00000504963
NX_Q99645	ENST00000551767
NX_Q99650	ENST00000508882
NX_Q99650	ENST00000509237
NX_Q99650	ENST00000513831
NX_Q99653	ENST00000392151
NX_Q99653	ENST00000560397
NX_Q99653	ENST00000560411
NX_Q99653	ENST00000560784
NX_Q99653	ENST00000560965
NX_Q99661	ENST00000423289
NX_Q99661	ENST00000452259
NX_Q99661	ENST00000455186
NX_Q99665	ENST00000441640
NX_Q99665	ENST00000541374
NX_Q99666	ENST00000413468
NX_Q99666	ENST00000430736
NX_Q99666	ENST00000432606
NX_Q99666	ENST00000437167
NX_Q99666	ENST00000441344
NX_Q99666	ENST00000446930
NX_Q99666	ENST00000455695
NX_Q99666	ENST00000484024
NX_Q99674	ENST00000440612
NX_Q99675	ENST00000554791
NX_Q99675	ENST00000556172
NX_Q99675	ENST00000557317
NX_Q99675	ENST00000557755
NX_Q99677	ENST00000514744
NX_Q99678	ENST00000613887
NX_Q99685	ENST00000398101
NX_Q99685	ENST00000484451
NX_Q99685	ENST00000487473
NX_Q99685	ENST00000493611
NX_Q99685	ENST00000494830
NX_Q99685	ENST00000496306
NX_Q99687	ENST00000331559
NX_Q99687	ENST00000557833
NX_Q99687	ENST00000559338
NX_Q99687	ENST00000560245
NX_Q99687	ENST00000561096
NX_Q99687	ENST00000607695
NX_Q99689	ENST00000527534
NX_Q99689	ENST00000577924
NX_Q99697	ENST00000394595
NX_Q99697	ENST00000511837
NX_Q99697	ENST00000511990
NX_Q99697	ENST00000557119
NX_Q99698	ENST00000389794
NX_Q99698	ENST00000487530
NX_Q99700	ENST00000389153
NX_Q99700	ENST00000389154
NX_Q99700	ENST00000475132
NX_Q99700	ENST00000483311
NX_Q99700	ENST00000492467
NX_Q99700	ENST00000542287
NX_Q99700	ENST00000548492
NX_Q99700	ENST00000550236
NX_Q99700	ENST00000550844
NX_Q99700	ENST00000551755
NX_Q99700	ENST00000608853
NX_Q99704	ENST00000429631
NX_Q99705	ENST00000381433
NX_Q99706	ENST00000346587
NX_Q99706	ENST00000359085
NX_Q99706	ENST00000396289
NX_Q99706	ENST00000610608
NX_Q99706	ENST00000610662
NX_Q99706	ENST00000611022
NX_Q99706	ENST00000612573
NX_Q99706	ENST00000612660
NX_Q99706	ENST00000612879
NX_Q99706	ENST00000613053
NX_Q99706	ENST00000613149
NX_Q99706	ENST00000614253
NX_Q99706	ENST00000614339
NX_Q99706	ENST00000614653
NX_Q99706	ENST00000614680
NX_Q99706	ENST00000615232
NX_Q99706	ENST00000615243
NX_Q99706	ENST00000615396
NX_Q99706	ENST00000615970
NX_Q99706	ENST00000616354
NX_Q99706	ENST00000616384
NX_Q99706	ENST00000618013
NX_Q99706	ENST00000618297
NX_Q99706	ENST00000618358
NX_Q99706	ENST00000618567
NX_Q99706	ENST00000618607
NX_Q99706	ENST00000618955
NX_Q99706	ENST00000619043
NX_Q99706	ENST00000619195
NX_Q99706	ENST00000619637
NX_Q99706	ENST00000619848
NX_Q99706	ENST00000620484
NX_Q99706	ENST00000620486
NX_Q99706	ENST00000621002
NX_Q99706	ENST00000621182
NX_Q99706	ENST00000621258
NX_Q99706	ENST00000621484
NX_Q99706	ENST00000621773
NX_Q99706	ENST00000622255
NX_Q99706	ENST00000622350
NX_Q99706	ENST00000622437
NX_Q99707	ENST00000366576
NX_Q99708	ENST00000399721
NX_Q99708	ENST00000577445
NX_Q99708	ENST00000577588
NX_Q99708	ENST00000579124
NX_Q99708	ENST00000581687
NX_Q99708	ENST00000581819
NX_Q99708	ENST00000582354
NX_Q99708	ENST00000583057
NX_Q99708	ENST00000583700
NX_Q99708	ENST00000585177
NX_Q99712	ENST00000398925
NX_Q99712	ENST00000398927
NX_Q99712	ENST00000398928
NX_Q99712	ENST00000417042
NX_Q99712	ENST00000419868
NX_Q99712	ENST00000438657
NX_Q99712	ENST00000443341
NX_Q99712	ENST00000547341
NX_Q99712	ENST00000547595
NX_Q99712	ENST00000548700
NX_Q99712	ENST00000549158
NX_Q99712	ENST00000549805
NX_Q99712	ENST00000549932
NX_Q99712	ENST00000551422
NX_Q99714	ENST00000375298
NX_Q99715	ENST00000419671
NX_Q99715	ENST00000425443
NX_Q99715	ENST00000483888
NX_Q99715	ENST00000493109
NX_Q99715	ENST00000615798
NX_Q99717	ENST00000506223
NX_Q99717	ENST00000507118
NX_Q99717	ENST00000507637
NX_Q99717	ENST00000509297
NX_Q99717	ENST00000511116
NX_Q99717	ENST00000513418
NX_Q99717	ENST00000515005
NX_Q99719	ENST00000383045
NX_Q99719	ENST00000395109
NX_Q99719	ENST00000406172
NX_Q99719	ENST00000406395
NX_Q99719	ENST00000412544
NX_Q99719	ENST00000413258
NX_Q99719	ENST00000431044
NX_Q99719	ENST00000431124
NX_Q99719	ENST00000455843
NX_Q99719	ENST00000622227
NX_Q99720	ENST00000378892
NX_Q99726	ENST00000424577
NX_Q99726	ENST00000426569
NX_Q99726	ENST00000426924
NX_Q99726	ENST00000432351
NX_Q99726	ENST00000445870
NX_Q99726	ENST00000450118
NX_Q99728	ENST00000421162
NX_Q99728	ENST00000432456
NX_Q99728	ENST00000455743
NX_Q99728	ENST00000613192
NX_Q99728	ENST00000613374
NX_Q99728	ENST00000613706
NX_Q99728	ENST00000619009
NX_Q99729	ENST00000506339
NX_Q99729	ENST00000514633
NX_Q99729	ENST00000515193
NX_Q99731	ENST00000378800
NX_Q99732	ENST00000570798
NX_Q99732	ENST00000571277
NX_Q99732	ENST00000571459
NX_Q99732	ENST00000571627
NX_Q99732	ENST00000571976
NX_Q99732	ENST00000572255
NX_Q99732	ENST00000573332
NX_Q99732	ENST00000574701
NX_Q99732	ENST00000574703
NX_Q99732	ENST00000574848
NX_Q99732	ENST00000575426
NX_Q99732	ENST00000576334
NX_Q99733	ENST00000399614
