UniProt-AC	UniProt-AC_reviewed	UniProt-ID	GeneID	RefSeq	GI	PDB	GO	PIR	MIM	UniGene	Ensembl_Gene	Ensembl_Transcript	Ensembl_Protein	BioGrid	STRING	KEGG	Gene_Name
A0A0G2K9T0		A0A0G2K9T0_RAT					GO:0005769; GO:0005770; GO:1901097; GO:0010507; GO:0045806; GO:0043553				ENSRNOG00000059880	ENSRNOT00000082435	ENSRNOP00000075115				Rubcn
A0A0G2K9W1		A0A0G2K9W1_RAT					GO:0005615; GO:0006955; GO:0002377				ENSRNOG00000056179	ENSRNOT00000084036	ENSRNOP00000075152				
A0A0H2UHK9		A0A0H2UHK9_RAT	171581	NP_612551.2	404312692		GO:0005525; GO:0003924; GO:0007264				ENSRNOG00000013380	ENSRNOT00000018277	ENSRNOP00000018277			rno:171581	Rhov
A0A0H2UI16		A0A0H2UI16_RAT	690164	XP_006234649.1; XP_006234650.1	564341934; 564341932		GO:0034451; GO:0005829; GO:0005886				ENSRNOG00000043204	ENSRNOT00000065462	ENSRNOP00000061152				Harbi1
Q99NJ3		Q99NJ3_RAT			81867960; 12700525		GO:0003676										Zfx
Q9WTY6		Q9WTY6_RAT			4590334; 81869798		GO:0005911; GO:0016021; GO:0045202; GO:0050839; GO:0042803; GO:0007155; GO:0051963; GO:0050807; GO:0019062										
G5EN65		G5EN65_RAT			356874572												Tg
Q63232		Q63232_RAT			204497; 81863259		GO:0004364	I52082; I65274									
Q9JLQ6		Q9JLQ6_RAT			81868771; 6996649		GO:0016740	S21278									GSTA3
A0A1W2Q6N3		A0A1W2Q6N3_RAT					GO:0005615; GO:0061052				ENSRNOG00000000525	ENSRNOT00000093373	ENSRNOP00000076338				Pi16
B5DF43		B5DF43_RAT			197245814		GO:0005634; GO:0003700; GO:0043565										Foxk2
F7FJR8		F7FJR8_RAT					GO:0090730; GO:0071339; GO:0030687; GO:0004519; GO:0000460; GO:0000470				ENSRNOG00000021748	ENSRNOT00000016042	ENSRNOP00000016042		10116.ENSRNOP00000016042		Las1l
A0A096MJ92		A0A096MJ92_RAT	300529	NP_001000437.1	47577833		GO:0016021; GO:0005886; GO:0004930; GO:0005549; GO:0004984; GO:0007186; GO:0007608				ENSRNOG00000051111	ENSRNOT00000076868	ENSRNOP00000068041		10116.ENSRNOP00000068041	rno:300529	Olr1204
Q5EB99		Q5EB99_RAT	293989	NP_001013926.1	62078537; 59808918; 81909563		GO:0020037; GO:0005506; GO:0004497; GO:0016705									rno:293989	Cyp2c6v1
Q5G6W3		Q5G6W3_RAT			58189915; 81862070		GO:0005667; GO:0003677; GO:0003700; GO:0006357										c-fos
Q792N9		Q792N9_RAT			3142694; 81865024		GO:0016021; GO:0005524; GO:0005216; GO:0001614										
Q8CFB0		Q8CFB0_RAT			81866249; 24210653		GO:0016021; GO:0042813										
Q7TP71		Q7TP71_RAT			33086528; 81865324												
A0A0A0MXT4		A0A0A0MXT4_RAT					GO:0016021; GO:0005886; GO:0006811; GO:0055085				ENSRNOG00000010388	ENSRNOT00000000026	ENSRNOP00000000026				Slc21a4
G0Z7P9		G0Z7P9_RAT			339832008		GO:0008168; GO:0032259										
F1LMB4		F1LMB4_RAT					GO:0005739; GO:0005840; GO:0003834; GO:0010436; GO:0046872; GO:0016702; GO:0004744; GO:0003735; GO:0016121; GO:0016119; GO:0016116; GO:0055114; GO:0051881; GO:2000377; GO:0042574; GO:0006412; GO:0016122				ENSRNOG00000038746	ENSRNOT00000059191	ENSRNOP00000055964				Bco2
F1LM90		F1LM90_RAT					GO:0005737; GO:0005887; GO:0045202; GO:0004993; GO:0007268; GO:0032098				ENSRNOG00000019134	ENSRNOT00000025892	ENSRNOP00000025892				Htr4
F1LRB5		F1LRB5_RAT					GO:0005737; GO:0001650; GO:0005654; GO:0005667; GO:0003677; GO:0003700; GO:0046983; GO:0008134; GO:0009887; GO:0051726				ENSRNOG00000010760	ENSRNOT00000044847	ENSRNOP00000044464				E2f5
F1LRV9		F1LRV9_RAT					GO:0031672; GO:0036464; GO:0014704; GO:0005859; GO:0051015; GO:0005524; GO:0016887; GO:0000146; GO:0006936; GO:0006941				ENSRNOG00000049695	ENSRNOT00000004295	ENSRNOP00000004295		10116.ENSRNOP00000004295		Myh1
F1LT58		F1LT58_RAT					GO:0005829; GO:0043657; GO:0005643; GO:0005654; GO:0061608; GO:0008139; GO:0075506; GO:0030683; GO:0060135; GO:0006607; GO:1900017; GO:0045944; GO:1903902; GO:0006606				ENSRNOG00000000127	ENSRNOT00000000139	ENSRNOP00000000139		10116.ENSRNOP00000000139		Kpna6
F1LWI7		F1LWI7_RAT									ENSRNOG00000039305	ENSRNOT00000060213	ENSRNOP00000056961		10116.ENSRNOP00000056961		LOC102547118
F1M176		F1M176_RAT					GO:0034704; GO:0034703; GO:0005623; GO:0005737; GO:0030425; GO:0030426; GO:0005887; GO:0045121; GO:0043025; GO:0003779; GO:0042805; GO:0051117; GO:0005262; GO:0030276; GO:0070679; GO:0015279; GO:0070588; GO:0006828; GO:0050774; GO:0030182; GO:0045773; GO:0008284; GO:0007204; GO:0045666; GO:0010800; GO:0051480; GO:1902630				ENSRNOG00000027233	ENSRNOT00000009400	ENSRNOP00000009400		10116.ENSRNOP00000009400		Trpc5
F1MA18		F1MA18_RAT					GO:0005829; GO:0005634; GO:0001227; GO:0003730; GO:1905538; GO:0000977; GO:0071474; GO:0071356; GO:0009566; GO:0001701; GO:0008584; GO:1902219; GO:0060546; GO:0048642; GO:0046622; GO:0007283				ENSRNOG00000005480	ENSRNOT00000007427	ENSRNOP00000007427				Ybx3
F1MAB7		F1MAB7_RAT	688705	NP_942077.2	158508510		GO:0043679; GO:0005737; GO:0005829; GO:0043197; GO:0060076; GO:0099147; GO:0098891; GO:0098978; GO:0032045; GO:0043025; GO:0005634; GO:0048471; GO:0014069; GO:0048786; GO:0032991; GO:0098685; GO:0045202; GO:0097060; GO:0008021; GO:0005524; GO:0004143; GO:0005095; GO:0003951; GO:0017016; GO:0046339; GO:0060079; GO:0046486; GO:0046959; GO:0035556; GO:0046834; GO:0007269; GO:0046579; GO:0007205; GO:0043087; GO:1900452; GO:0051966; GO:2000300				ENSRNOG00000026705	ENSRNOT00000033268	ENSRNOP00000034571		10116.ENSRNOP00000034571	rno:688705	Dgki
A0A0G2QC12		A0A0G2QC12_RAT	304984	NP_001020053.2	66910937; 851330416											rno:304984	Cfap45
A9CMB6		A9CMB6_RAT			161728827		GO:0016021; GO:0004553; GO:0005975										Lct
F6T071		F6T071_RAT	103690018	XP_008760175.1	672045970		GO:0005794; GO:0007030				ENSRNOG00000023386	ENSRNOT00000039065	ENSRNOP00000036881			rno:103690018	LOC103690018
D4A8C1		D4A8C1_RAT	311502	XP_006224736.1; XP_006235243.1	564343428; 564302559		GO:0005813; GO:0005737; GO:0019901; GO:0007051				ENSRNOG00000025141	ENSRNOT00000036527	ENSRNOP00000030018		10116.ENSRNOP00000030018	rno:311502	Kiz
Q6P743		Q6P743_RAT			38197378; 81892279		GO:0004013; GO:0006730										Ahcy
Q810G8		Q810G8_RAT			81871157; 29468523		GO:0016021; GO:0005524; GO:0042626; GO:0016491										
Q8CIP1		Q8CIP1_RAT			81866448; 24430030		GO:0020037; GO:0004601; GO:0004666; GO:0019371; GO:0006954; GO:0008217; GO:0006979										Cox2
Q8R5K7		Q8R5K7_RAT			81867091; 18653067												
Q9JI54		Q9JI54_RAT			81868512; 9652062		GO:0006355										Hmgi-c
Q9Z0W8		Q9Z0W8_RAT			81870037; 4336718		GO:0005634; GO:0003677; GO:0007275; GO:0006355										
D3Z8R0		D3Z8R0_RAT	308692	NP_001164033.1	281604104		GO:0005737; GO:0000578; GO:0090263				ENSRNOG00000024429	ENSRNOT00000031973	ENSRNOP00000058978		10116.ENSRNOP00000058978	rno:308692	Peg12
D3ZF52		D3ZF52_RAT	311120	XP_001059981.1; XP_230013.1	109470067; 27700316		GO:0022625; GO:0003723; GO:0003735; GO:0002181				ENSRNOG00000023181	ENSRNOT00000032528	ENSRNOP00000055334		10116.ENSRNOP00000055334	rno:311120	RGD1565767
D3ZFC8		D3ZFC8_RAT	100911628; 688481	NP_001178020.1; XP_003750846.1	392351117; 300797666		GO:0005737; GO:0097228; GO:0005509; GO:0061891; GO:0030317; GO:0048240; GO:0007283				ENSRNOG00000004142	ENSRNOT00000005509	ENSRNOP00000005509		10116.ENSRNOP00000005509	rno:100911628;rno:688481	Efcab9
D3ZJB5		D3ZJB5_RAT					GO:0071339; GO:0005634; GO:0005667; GO:0001228; GO:0046983; GO:0001102; GO:0000977; GO:0001708; GO:1990830; GO:0000122; GO:0045944				ENSRNOG00000006378	ENSRNOT00000008528	ENSRNOP00000008528				Mga
D3ZPB5		D3ZPB5_RAT	405182	NP_001000883.1; XP_017459065.1	1046836135; 47577955		GO:0016021; GO:0005886; GO:0004930; GO:0004984; GO:0007186				ENSRNOG00000030856	ENSRNOT00000046875	ENSRNOP00000049941		10116.ENSRNOP00000049941	rno:405182	Olr1118
D3ZPL2		D3ZPL2_RAT					GO:0005615; GO:0006955; GO:0002377				ENSRNOG00000057548	ENSRNOT00000044699	ENSRNOP00000046429				
D3ZT95		D3ZT95_RAT					GO:0016021; GO:0004520; GO:0003697; GO:0006281				ENSRNOG00000048121	ENSRNOT00000004563	ENSRNOP00000004563		10116.ENSRNOP00000004563		Ercc4
D3ZXW9		D3ZXW9_RAT									ENSRNOG00000042216	ENSRNOT00000065937	ENSRNOP00000063393				
D3ZY52		D3ZY52_RAT					GO:0000790; GO:0003682; GO:0003700; GO:0001102; GO:0000977; GO:0010002; GO:0002302; GO:0060706; GO:0021895; GO:0021796; GO:0001714; GO:0032609; GO:0048382; GO:0001707; GO:0060809; GO:0043433; GO:0000122; GO:0021772; GO:0045944; GO:0035914; GO:0019827; GO:0001829				ENSRNOG00000042140	ENSRNOT00000013530	ENSRNOP00000013530		10116.ENSRNOP00000013530		Eomes
D3ZZH9		D3ZZH9_RAT					GO:0022625; GO:0003735; GO:0006412				ENSRNOG00000031560	ENSRNOT00000048373	ENSRNOP00000051332		10116.ENSRNOP00000051332		
D4A2F7		D4A2F7_RAT	302995	XP_003750838.1	392351087		GO:0004416; GO:0019243				ENSRNOG00000019612	ENSRNOT00000026536	ENSRNOP00000026536		10116.ENSRNOP00000026536	rno:302995	Haghl
D4A4X4		D4A4X4_RAT	310655	XP_006224272.1; XP_006224273.1; XP_006224274.1; XP_006224275.1; XP_006232989.1; XP_006232990.1; XP_006232991.1; XP_006232992.1; XP_017446804.1; XP_017451868.1	564300665; 1046875348; 564337809; 564337805; 564300661; 564337807; 564300663; 564300659; 1046828249; 564337803		GO:0043296; GO:0005923; GO:0005903; GO:0016459; GO:0008017; GO:0003774; GO:0070830; GO:0003382; GO:0000226				ENSRNOG00000020952	ENSRNOT00000028440	ENSRNOP00000028440		10116.ENSRNOP00000028440	rno:310655	Cgn
D4A5T4		D4A5T4_RAT	303173	NP_001100474.2	219283280		GO:0046872; GO:0003676; GO:0006355				ENSRNOG00000014712	ENSRNOT00000019991	ENSRNOP00000019991		10116.ENSRNOP00000019991	rno:303173	Zfp39
D4A5W5		D4A5W5_RAT					GO:0005694; GO:0000781; GO:0005737; GO:0005634; GO:0043138; GO:0036310; GO:0005524; GO:0000405; GO:0009378; GO:0032357; GO:0061821; GO:0008270; GO:0032508; GO:0006310; GO:0006281; GO:0006260; GO:0000733; GO:0006268; GO:0000724; GO:0045875; GO:0043473; GO:0008284; GO:0001501; GO:0048705; GO:0000723; GO:0061820				ENSRNOG00000032446	ENSRNOT00000045135	ENSRNOP00000047177		10116.ENSRNOP00000047177		Recql4
D4AAA0		D4AAA0_RAT	404818	NP_001000626.1	47577373		GO:0016021; GO:0005886; GO:0004930; GO:0004984; GO:0007186				ENSRNOG00000031282	ENSRNOT00000041001	ENSRNOP00000040268		10116.ENSRNOP00000040268	rno:404818	Olr704
Q62701		Q62701_RAT			81863159; 558867		GO:0062023; GO:0007155; GO:0042127										
A0A0G2JVU1		A0A0G2JVU1_RAT	362800	XP_006240759.1	564357619		GO:0009986; GO:0034686; GO:1990430; GO:0005178; GO:0038023; GO:0005102; GO:0051216; GO:0033627; GO:0016477; GO:0001573; GO:0007229; GO:0010629; GO:0045766; GO:0010628; GO:1901388; GO:0001570				ENSRNOG00000006569	ENSRNOT00000080675	ENSRNOP00000069619				Itgb8
A0A0G2K1E8		A0A0G2K1E8_RAT									ENSRNOG00000057228	ENSRNOT00000077649	ENSRNOP00000071812		10116.ENSRNOP00000053265		Ccdc92b
A0A0G2K4U7		A0A0G2K4U7_RAT	498136	XP_017453922.1; XP_017453923.1; XP_017453924.1	1046854689; 1046854687; 1046854685		GO:0045171; GO:0015630; GO:0005634; GO:0008017; GO:0042803				ENSRNOG00000032410	ENSRNOT00000085869	ENSRNOP00000073180				Mtus2
A0A0G2K527		A0A0G2K527_RAT					GO:0044305; GO:0005829; GO:0005925; GO:0005739; GO:0005096; GO:0046872; GO:0044877; GO:0048013; GO:0099171; GO:0032465; GO:2000300				ENSRNOG00000061270	ENSRNOT00000078730	ENSRNOP00000073267				Git1
A0A0G2K5C0		A0A0G2K5C0_RAT					GO:0005737; GO:0005874; GO:0005915; GO:0051015; GO:0005516; GO:0051011; GO:0030507; GO:0031122; GO:0009792; GO:0090136; GO:0045198; GO:0030951; GO:0001701; GO:0034453; GO:0000226; GO:0007026; GO:0010923; GO:0031175; GO:0098840; GO:0030334; GO:0051893; GO:1903358; GO:0070507; GO:0031113; GO:0033043; GO:0045218				ENSRNOG00000000986	ENSRNOT00000084906	ENSRNOP00000073369				Camsap3
A0A0G2K6L6		A0A0G2K6L6_RAT					GO:0022627; GO:0003723; GO:0003735; GO:0006412				ENSRNOG00000059138	ENSRNOT00000083129	ENSRNOP00000073861				
M0R3X3		M0R3X3_RAT					GO:0005813; GO:0005829; GO:0005085; GO:0019894; GO:0005089; GO:0030036; GO:0090630; GO:0051298; GO:0090307; GO:0022011; GO:0051496; GO:0035023				ENSRNOG00000012561	ENSRNOT00000073971	ENSRNOP00000064046		10116.ENSRNOP00000064046		Arhgef10
M0R9R2		M0R9R2_RAT									ENSRNOG00000010415	ENSRNOT00000073277	ENSRNOP00000066241				Atxn7l1
M0RCS2		M0RCS2_RAT					GO:0005783; GO:0051219; GO:0019901; GO:0031369; GO:0042149; GO:0071456; GO:0030968				ENSRNOG00000046252	ENSRNOT00000075138	ENSRNOP00000067401				Tbl2
O54953		O54953_RAT			2687653; 81908376		GO:0016021; GO:0016717; GO:0006633										
Q62970		Q62970_RAT			1293097; 81863194												apoB
Q9JMC0		Q9JMC0_RAT			7288154; 81906797		GO:0005576; GO:0008083										NTN
A0A096MJ43		A0A096MJ43_RAT									ENSRNOG00000026573	ENSRNOT00000076720	ENSRNOP00000067984				Ophn1
F7FKL9		F7FKL9_RAT	100911725	XP_006243954.1	564365749		GO:0003873; GO:0005524; GO:0006003; GO:0006000				ENSRNOG00000048130	ENSRNOT00000066305	ENSRNOP00000061383				LOC100911725
Q5G6W2		Q5G6W2_RAT			58189917; 81862069		GO:0005667; GO:0003677; GO:0003700; GO:0006357										c-fos
A0A1B0GWV5		A0A1B0GWV5_RAT					GO:0005634; GO:0001227; GO:0000977; GO:0006974; GO:0000122				ENSRNOG00000012726	ENSRNOT00000093015	ENSRNOP00000076034				Zbtb5
F1LSL4		F1LSL4_RAT					GO:0005814; GO:0005813; GO:0036064; GO:0005737; GO:0016020; GO:0036038; GO:0048754; GO:0060411; GO:0061009; GO:0007368; GO:1990403; GO:0042733; GO:0048706; GO:0010669; GO:0060322; GO:0060122; GO:0044458; GO:0001843; GO:1905515; GO:0060828; GO:1901620; GO:2000095; GO:0003271				ENSRNOG00000008635	ENSRNOT00000011500	ENSRNOP00000011500				Mks1
C9WPN5		C9WPN5_RAT			261263570		GO:0005524; GO:0008641; GO:0006464										Ube1y1
Q2KMK9		Q2KMK9_RAT			62530242		GO:0005524; GO:0003677; GO:0004386; GO:0046872										
Q309C9		Q309C9_RAT	313994	NP_001032431.1	82654188; 78172761		GO:0005634; GO:0003700; GO:0000981; GO:0044212; GO:1901653; GO:0008285; GO:0000122; GO:0045892; GO:0043065; GO:0006357; GO:0000083									rno:313994	Klf11
Q6J724		Q6J724_RAT			47525088; 81891789												Bard1
Q8K568		Q8K568_RAT			20384773; 81866856		GO:0003723; GO:0000398										
Q498R9		Q498R9_RAT			71679736												LOC500046
Q5I0C6		Q5I0C6_RAT			56970503; 81889012		GO:0004816; GO:0005524; GO:0006421										Nars2
A0A0G2JTQ7		A0A0G2JTQ7_RAT					GO:0005576; GO:0005179				ENSRNOG00000016933	ENSRNOT00000087330	ENSRNOP00000068804				Prl8a7
A0A0G2JXP8		A0A0G2JXP8_RAT					GO:0016021				ENSRNOG00000059588	ENSRNOT00000079622	ENSRNOP00000070358				
A0A0G2JY87		A0A0G2JY87_RAT					GO:0005829; GO:0005739; GO:0004842				ENSRNOG00000055547	ENSRNOT00000089439	ENSRNOP00000070559				
A0A0G2K4B3		A0A0G2K4B3_RAT									ENSRNOG00000051848	ENSRNOT00000086400	ENSRNOP00000072974				
A0A0G2K642		A0A0G2K642_RAT					GO:0016747				ENSRNOG00000013766	ENSRNOT00000085601	ENSRNOP00000073665				Acaa2
A0A0G2K6A8		A0A0G2K6A8_RAT					GO:0022625; GO:0003735; GO:0006412				ENSRNOG00000033278	ENSRNOT00000041305	ENSRNOP00000073741				
A0A0G2K6P7		A0A0G2K6P7_RAT					GO:0045095				ENSRNOG00000032332	ENSRNOT00000082264	ENSRNOP00000073894				Krt4
A0A0G2KA92		A0A0G2KA92_RAT	308738	XP_006229431.1	564328896		GO:0005634; GO:0005524; GO:0042393; GO:0000978; GO:0006974; GO:0060218; GO:0007517				ENSRNOG00000012716	ENSRNOT00000090149	ENSRNOP00000075309				Chd2
A0A0G2KAG9		A0A0G2KAG9_RAT					GO:0005886; GO:0043235; GO:0042813; GO:0017147; GO:0060612; GO:0009952; GO:0048539; GO:0060349; GO:0046849; GO:0060444; GO:0060070; GO:0042632; GO:0001702; GO:0002076; GO:0045944; GO:0061178; GO:0061304				ENSRNOG00000058180	ENSRNOT00000091013	ENSRNOP00000075393				LOC102554748
A0A0G2KAQ4		A0A0G2KAQ4_RAT									ENSRNOG00000054430	ENSRNOT00000081511	ENSRNOP00000075486				
Q5RK07		Q5RK07_RAT			81889415; 55778538												Igh-6
Q5U1Z5		Q5U1Z5_RAT			81883449; 55562834		GO:0004842; GO:0010766										Nedd4l
Q6QI39		Q6QI39_RAT	307727	NP_001041347.1	81864016; 114145742; 45478178											rno:307727	LOC307727
F1ABR5		F1ABR5_RAT			322718465												Ager
F1M5V3		F1M5V3_RAT					GO:0003676; GO:0006355				ENSRNOG00000047922	ENSRNOT00000030857	ENSRNOP00000035148				
F1MAD3		F1MAD3_RAT	24650	NP_001244281.1	383087760		GO:0016323; GO:0034704; GO:0034703; GO:0005623; GO:0009986; GO:0005929; GO:0005737; GO:0005783; GO:0070062; GO:0005794; GO:0005887; GO:0016328; GO:0016020; GO:0031514; GO:0005634; GO:0005886; GO:0002133; GO:0005262; GO:0005261; GO:0044325; GO:0019904; GO:0019901; GO:0042813; GO:0001568; GO:0048754; GO:0070588; GO:0006816; GO:0001502; GO:0051216; GO:0007050; GO:0098609; GO:0198738; GO:0042994; GO:0050982; GO:0048565; GO:0001892; GO:0030010; GO:0048806; GO:0007507; GO:0001701; GO:0001822; GO:0001889; GO:0060428; GO:0036303; GO:0072177; GO:0072164; GO:0072218; GO:0072205; GO:0072287; GO:0072237; GO:0021915; GO:0006807; GO:0018105; GO:0060674; GO:0045737; GO:0007204; GO:0032092; GO:0045944; GO:0006611; GO:0051290; GO:0007259; GO:0030155; GO:2000045; GO:0060236; GO:0061136; GO:0034405; GO:0043588; GO:0021510				ENSRNOG00000010771	ENSRNOT00000015092	ENSRNOP00000015092		10116.ENSRNOP00000015092	rno:24650	Pkd1
F1MAQ9		F1MAQ9_RAT					GO:0016021				ENSRNOG00000031090	ENSRNOT00000061114	ENSRNOP00000057830				RT1-CE7
F1LMV3		F1LMV3_RAT	114502	NP_446162.1	281371323		GO:0005654; GO:0005634; GO:0003682; GO:0003700; GO:0000981; GO:0071837; GO:0043565; GO:0016477; GO:0008283; GO:0048066; GO:0042063; GO:0007507; GO:0060594; GO:0007517; GO:0000122; GO:0001755; GO:0001843; GO:0021915; GO:0048663; GO:0008284; GO:0045944; GO:0045893; GO:0014807; GO:0060538; GO:0021527				ENSRNOG00000013670	ENSRNOT00000018652	ENSRNOP00000018652		10116.ENSRNOP00000018652	rno:114502	Pax3
F1LN86		F1LN86_RAT					GO:0009986; GO:1902937; GO:0048471; GO:0055131; GO:0005251; GO:0005242; GO:0042803; GO:0097110; GO:0031625; GO:1902282; GO:0035690; GO:0086010; GO:1903765; GO:1901381; GO:0097623; GO:0055075; GO:1990573; GO:0086091; GO:0060307				ENSRNOG00000009872	ENSRNOT00000013800	ENSRNOP00000013800				Kcnh2
F1LST0		F1LST0_RAT					GO:0005829; GO:0030139; GO:0006897; GO:0008104; GO:0042147				ENSRNOG00000025926	ENSRNOT00000035905	ENSRNOP00000035203		10116.ENSRNOP00000035203		Heatr5b
F1LVS9		F1LVS9_RAT	287361	NP_001258325.1	406035293		GO:0016604; GO:0005634; GO:0003677; GO:0003700; GO:0046872; GO:0043621; GO:0000122; GO:0045893				ENSRNOG00000003129	ENSRNOT00000058308	ENSRNOP00000055109		10116.ENSRNOP00000055109	rno:287361	Zfp496
F1LX06		F1LX06_RAT	500007	XP_006224883.1; XP_006236139.1	564345728; 564303287		GO:0005509				ENSRNOG00000009135	ENSRNOT00000068499	ENSRNOP00000060110		10116.ENSRNOP00000060110	rno:500007	LOC500007
F1M034		F1M034_RAT									ENSRNOG00000004661	ENSRNOT00000006169	ENSRNOP00000054961		10116.ENSRNOP00000054961		
F1M3Z8		F1M3Z8_RAT					GO:0003676				ENSRNOG00000021900	ENSRNOT00000042386	ENSRNOP00000040976				
F1M7N2		F1M7N2_RAT	64467	XP_006233706.1	564339627		GO:0005604; GO:0016021; GO:0005886; GO:0005524; GO:0017110; GO:0017111; GO:0007186; GO:0030168; GO:0009181				ENSRNOG00000013102	ENSRNOT00000017829	ENSRNOP00000017829				Entpd2
D3ZSX5		D3ZSX5_RAT	361424	XP_001078912.1; XP_341703.1	109508988; 34851827						ENSRNOG00000017646	ENSRNOT00000023721	ENSRNOP00000023721		10116.ENSRNOP00000023721	rno:361424	RGD1309651
Q78ZD3		Q78ZD3_RAT			3164121; 81865013		GO:0005581; GO:0005201										
Q7TP70		Q7TP70_RAT			33086530; 81865323		GO:0005840; GO:0046872; GO:0016702; GO:0003735; GO:0006412										
Q8CIN2		Q8CIN2_RAT			25281969; 81866444		GO:0016021; GO:0004725										
Q9QYU8		Q9QYU8_RAT			5931734; 81872748		GO:0005960; GO:0005739; GO:0019464										CDK102
A9CMC9		A9CMC9_RAT			161728849		GO:0042555; GO:0005634; GO:0005524; GO:0003677; GO:0003678; GO:0006270										Mcm6
B0BN91		B0BN91_RAT	362902	NP_001167029.1	165971281; 291190182		GO:0080008; GO:0005730; GO:0032040; GO:0030331; GO:0000462									rno:362902	Dcaf13
B1PL10		B1PL10_RAT	29601	NP_703195.2	194097479; 169144536		GO:0005922; GO:0016021; GO:0007154									rno:29601	Gja8
D3ZLA9		D3ZLA9_RAT	294143	NP_001000268.1	47576611		GO:0016021; GO:0005886; GO:0004930; GO:0004984				ENSRNOG00000047925	ENSRNOT00000051646	ENSRNOP00000046510		10116.ENSRNOP00000046510	rno:294143	Olr1673
D4A4J1		D4A4J1_RAT	100233213	NP_001137275.1	219801793		GO:0014069; GO:0060080				ENSRNOG00000033881	ENSRNOT00000047069	ENSRNOP00000042541		10116.ENSRNOP00000042541	rno:100233213	Insyn2a
D4A6I3		D4A6I3_RAT					GO:0005737; GO:0005769; GO:0043231; GO:0005770; GO:0048471; GO:0005886; GO:0140036; GO:0002091				ENSRNOG00000014742	ENSRNOT00000019946	ENSRNOP00000019946				Ankrd13b
Q6LA95		Q6LA95_RAT			1483578; 81863826												hsp70.2
O88311		O88311_RAT			3377279; 81908454		GO:0003723	PC4375; PC4376; PC4377									alf-c1
A0A0G2JUA9		A0A0G2JUA9_RAT					GO:0016021; GO:0016493; GO:0001974; GO:0006955; GO:0006954; GO:0090026				ENSRNOG00000059979	ENSRNOT00000078529	ENSRNOP00000069030				
A0A0G2JWA3		A0A0G2JWA3_RAT	361070	NP_001101856.2	405113040		GO:0005737; GO:0005643; GO:0005634; GO:0005049; GO:0008536; GO:0006611				ENSRNOG00000013288	ENSRNOT00000087450	ENSRNOP00000069802			rno:361070	Xpo7
A0A0G2JYC0		A0A0G2JYC0_RAT	24912	XP_008757114.1	672034939		GO:0005737; GO:0005829; GO:0050656; GO:0004027; GO:0047704; GO:0008144; GO:0050294; GO:0008146; GO:0016740; GO:0050427; GO:0007568; GO:0071305; GO:0017144; GO:0006068; GO:0014823; GO:0017085; GO:0031667; GO:0008202; GO:0051923				ENSRNOG00000047986	ENSRNOT00000089371	ENSRNOP00000070596				Sult2a1
A0A0G2JZ62		A0A0G2JZ62_RAT					GO:0036094				ENSRNOG00000048417	ENSRNOT00000083774	ENSRNOP00000070923				Obp2b
A0A0G2K1L6		A0A0G2K1L6_RAT					GO:0031085; GO:0005737; GO:0031410; GO:0005764; GO:0042470; GO:0016020; GO:0042827; GO:0005085; GO:0046983; GO:0042803; GO:0017137; GO:0007596; GO:0007040; GO:0030318; GO:1903232; GO:0006996; GO:0050821; GO:0006605				ENSRNOG00000000661	ENSRNOT00000079256	ENSRNOP00000071892				Hps4
A0A0G2K7S9		A0A0G2K7S9_RAT					GO:0009897; GO:0042571; GO:0003823; GO:0034987; GO:0050853; GO:0006958; GO:0042742; GO:0045087; GO:0006911; GO:0006910; GO:0050871				ENSRNOG00000051653	ENSRNOT00000081996	ENSRNOP00000074331		10116.ENSRNOP00000065225		
A0A0G2K9T7		A0A0G2K9T7_RAT					GO:0003676				ENSRNOG00000029205	ENSRNOT00000081026	ENSRNOP00000075122				Zfp354c
M0R697		M0R697_RAT					GO:0016021				ENSRNOG00000046851	ENSRNOT00000074558	ENSRNOP00000064941		10116.ENSRNOP00000064941		Tmem121b
M0R8A8		M0R8A8_RAT					GO:0016021; GO:0005886; GO:0004930; GO:0004984				ENSRNOG00000050389	ENSRNOT00000075114	ENSRNOP00000065703				Olr1682
M0R9G4		M0R9G4_RAT									ENSRNOG00000048751	ENSRNOT00000072399	ENSRNOP00000066132		10116.ENSRNOP00000066132		
M0RAR1		M0RAR1_RAT					GO:0016021; GO:0005886; GO:0004930; GO:0004984				ENSRNOG00000048436	ENSRNOT00000072815	ENSRNOP00000066616		10116.ENSRNOP00000066616		Olfr574
M0RCU5		M0RCU5_RAT					GO:0016831; GO:0019428				ENSRNOG00000050360	ENSRNOT00000074791	ENSRNOP00000067429		10116.ENSRNOP00000067429		Urad
M0RDI0		M0RDI0_RAT					GO:0016021; GO:0020037; GO:0005506; GO:0016712; GO:0010628				ENSRNOG00000046643	ENSRNOT00000073099	ENSRNOP00000067681				Cyp3a9
